author,date,review,score,titre,origine
thaesino,07-12-2018,"I can't fault this game anything. Oh wait, wait. I can, and for that I give it 9.9999999999998/10

They forgot to add the Aquatic Ambience (DK), Fi's Gratitude (LoZ:SS), and Kapp'n's Song (from New Leaf) to the Audio Vault... and also, just because the Wii U version had it, Ballad of the Wind Fish (LoZ: LA)

If you are looking for a fighting game that isn't 100% about ""serious fighting"" (BandaiNamco, Koei, and Capcom are in charge of that, and I guess Warner Bros., too these days), but a fighting game that has more features than any other fighting game (yes, even more than Mortal Kombat X with its gimmicky faction war), then look no further.

I was expecting a rehash of the Wii U version, you know, with maybe a couple of features, just like Mario Kart 8 and Splatoon 2. I was thinking, I'm sure they'll add more stuff as DLC.

No, guys. Nintendo has brought it all in, in a $60 package. Everything is already here, and as they said, ""Everyone is here!"" It is insane the amount of content this game has, especially when one thinks about how other companies handle content these days. And even with all that, there are 5 more committed DLC packages to be released for the next few months, each bringing one new fighter, as well as other smaller items.

I wanted this to be a spoiler free review, mostly because I truly appreciate the developers and companies that, in their own way, fight back these megagiants who continue ripping us off with microtransactions and ridiculous disc-locked content. And I appreciate this game as much as I appreciate something indie, like Stardew Valley, Dead Cells, and Into the Breach (with all their content at their respective base prices), and something not-so-indie, like Witcher 3 or the Disgaea series.

Either way. If you enjoy these brawlers, this one won't disappoint... for like 4-5 years to come, or more, if you're into the ""pro scene.""",10,SUPER SMASH BROS ULTIMATE,METACRITIC
Sandman83,07-12-2018,"Best fighting game ever made by far. Awesome game with all the greatest characters in gaming all in one package. It got everything you could ever wish for like adventure mode, spirit mode (challange mode) etc. If you don't love this you are not a gamer.",10,SUPER SMASH BROS ULTIMATE,METACRITIC
SameOldCJ,07-12-2018,"Super Smash Bros. Ultimate is really disappointing. When it was first announced, I felt it would be one of the best 2018 games. However, when I saw it at the E3, it let me down.

The new fighters, like Daisy, Isabelle and Chrom, are nothing interesting with the exception of King K. Rool, Inkling and Ridley. No new 3rd-party characters neither, which is why there's a huge fandom of this series and, anyway, their requests are not taken in account.

My most disliked announcement was the new Assist Trophies. People felt disappointed when Waluigi was an AT once again. In my case, I really felt depressed when I saw Bomberman was one too. I mean, really? An Assist Trophy? Since the announcement of Super Bomberman R as a launch title for the Switch, both Smash and Bomberman fans determined it was time to include him as a playable fighter in the next Smash, not something else. Even notable personalities and brands agreed with it. There are a lot of reasons of why he deserves it much more than the current 3rd-party characters such as Wario Blast!, the series in every Nintendo platform, the Mario Party series developed by Hudson Soft, etc. Is this a joke? Even though both Bomberman and Hudson Soft had a long relationship with Nintendo, they just gave him mere respect.

Going on with the Assist Trophies, this feature really ruined more 3rd-party characters. Later, they announced Ashley, Isaac, Knuckles, Krystal, Shadow, Shovel Knight, Starfy and Zero as AT's as well, despite being requested by fans too. What? Why the overuse of this Assist Trophy thing? I thought Smash accepted relevant characters like those as fighters but no, looks like in a very different way.

The 3rd-party characters are disappointing too. Bayonetta is not a very notable series as others. So why is she here once again? She doesn't deserve to be in a crossover fighting game like this. Nobody requested her. Hideo Kojima, who I don't think is great, asked Nintendo to include Solid Snake to Brawl. He left Konami and wasn't included in 3DS/Wii U but is here again. And later, they announced the only new 3rd-party character: Simon Belmont. So why did Konami re-add a character whose latest game was hated by the Internet media and fans and one whose series is dead since 2014. Bomberman is the only current notable series owned by Konami thanks to the success of Super Bomberman R. Nonetheless, Bomberman is less important than Metal Gear and Castlevania? Just because they're overrated it doesn't mean he doesn't deserve to be playable. Bomberman is a more iconic and original video game character for both casual and hardcore gamers than Snake, Bayonetta, Ryu, Cloud and Simon. He is just like Mario, Sonic, Mega Man and Pac-Man. The problem is that Konami doesn't know how to treat him. He was much better with Hudson Soft instead.

Even some of the 1st-party characters are disappointing. Daisy is just like Peach and could better fit as a skin for her and not as a separate character. The same with Dr. Mario: you still treat him as a different character apart from Mario even though he is a clone of him. That's absurd. He is just Mario wearing a doctor suit. Why didn't you add him as part of his interchangeable skins? Also, why are there a lot of Fire Emblem characters? Most of them are echo fighters or clones. Even Zelda and Kirby have more legacy and popularity than Fire Emblem and they don't get a new character at least. And Wario still has his boring WarioWare style instead of the more appreciated Wario Land one.

The game doesn't have so interesting features. The new story mode, World of Light, is repetitive and nothing like the Subspace Emissary, whose removal was due to a pointless reason. How they made all of the Final Smashes automatic and the addition of more Echo Fighters and clones is worthless. All this make this game look like a Deluxe version of the 3DS/Wii U game rather than a new game.

Moreover, another disappointing thing was the new Spirits thing, which took off the possibility to even more characters like Rayman, Shantae and, once again, Bomberman. This new Spirits feature messed the crossover style of this game up a lot, together with the Assist Trophies.

To end up, I totally dislike this game. I don't deny I had my hopes to it but I do say this game screwed itself. I learned you don't have to expect anything good about it like requesting your favourite characters to appear in it. If they do, they will most probably end up being and AT or a Spirit, but not playable. I will never play nor have interest in Super Smash Bros. ever again. This game is the major disappointment of 2018 and one of the main reasons why the Switch isn't as cool as it was in 2017. I would rather play with the characters I like in their respective franchises than in a crossover fighting game like this.

Thank you, Nintendo. Just go and take care of your other IP's and make this entry the last one of its series. Super Mario Odyssey is way better than this.",0,SUPER SMASH BROS ULTIMATE,METACRITIC
ruben1100,10-08-2020,"It is the best Smash Bros game made. The game is a mix of every game, with all the characters.
The only bad things are the on-line battles and the lack of new content at the release date.

In overall, a very good game.",8,SUPER SMASH BROS ULTIMATE,METACRITIC
Mollup,21-09-2020,"Great game, terrible online even with a LAN adapter and good internet which especially sucks during quarantine.",8,SUPER SMASH BROS ULTIMATE,METACRITIC
RJD2,30-08-2019,"Good game on its own but I wish they had more online modes and an actual rank system and competitive playlist, a big step up in gameplay from smash 4 but a step down in playlists.",8,SUPER SMASH BROS ULTIMATE,METACRITIC
donmopa,27-06-2022,Fun to play with your friends. The variety of characters and scenarios makes this one to have a very good reply value. Controls can be a little bit hard to take.,9,SUPER SMASH BROS ULTIMATE,METACRITIC
leetl1,04-03-2019,"Probably the best fighting game ever. There is an insane amount of content, with every character from previous Smash games returning. Gameplay is awesome. Classic mode is the best in series, as each character has their own adventure. Graphics are stunning. Best soundtrack ever. It was close to a 10, but the poor online and missing modes drag this amazing game down to a 9.",9,SUPER SMASH BROS ULTIMATE,METACRITIC
GodHelix666,10-12-2018,"Best Game on switch I could do this short but I'll develop
There is everything multiplayer, collection, Solo mode, Online Tornaments And everything is just amazing !!!",10,SUPER SMASH BROS ULTIMATE,METACRITIC
Nowl,18-07-2019,A great smash game that simply has it all. The gameplay is just amazing. -1 for DLC.,9,SUPER SMASH BROS ULTIMATE,METACRITIC
alexbudke,22-07-2019,"While there are definitely some short comings of this Smash iteration like online lag and functions being behind the times for a game that came out in 2018, it still remains one of the most replaceable games of all time with an impressive character playlist that will always allow for a new experience. This is the ultimate game when it comes to having options for the casual player and the competitive.",9,SUPER SMASH BROS ULTIMATE,METACRITIC
Diegorope,27-07-2019,"It honestly has everything I wanted and asked for (except Waluigi): all characters, stages, tracks back, new modes or up graded modes from Smash 4 a story mode (even if it is worse than Brawl's in my opinion) but even that I ain't going to put a 100 on this game because it has flaws.
The online conection is not good to even consider that now is paid connection that is even worse than before and that the matchmaking hardly does what you want, also Spammers and Campers is just not fun But apart from that it still to yet to say is worse than prequels so for now it's a 9
Also Buff Little Mac",9,SUPER SMASH BROS ULTIMATE,METACRITIC
DasEker,31-01-2020,This really is the ultimate Super Smash Bros. Game. I think that the controls have been perfected with some new additions like the perfect parry which adds to how much skill a person needs. The music in this game is incredible... everything is just perfect.,10,SUPER SMASH BROS ULTIMATE,METACRITIC
Nelly2576,01-04-2020,"SSBU is the game that's worth your money, a crossover of Nintendo and 3rd Party characters battling out to victory! Explore a lot of old and new modes, a new story mode, and play with tons of the most popular characters like Mario, Snake, Sonic, Mega Man, PAC-MAN, Ryu, Ken, Cloud, Bayonetta, Simon, Richter, Joker, Hero, Banjo-Kazooie, Terry, and more!",10,SUPER SMASH BROS ULTIMATE,METACRITIC
Mutt007,09-03-2020,"Very fun game , lots of characters and as of now 2020 the online mode is super crisp with 0 lag .",10,SUPER SMASH BROS ULTIMATE,METACRITIC
xSnipeZ,22-08-2020,"This game is perfect to play with friends, the roster has a character for everyone, the controls are easy to learn but hard to master and the stages + power-ups are really fun. However the competitive side of things don't appeal to me that much. I don't think this game is made to practice moves in training for hours or learning the weaknesses and strengths of every single character.",8,SUPER SMASH BROS ULTIMATE,METACRITIC
PereBonbon,15-04-2020,"Probably the greatest game ever. Unless you're a whiny brat who's crying because another Fire Emblem Fighter was added. Get over it Barbara, they don't really even use a sword. What? You don't want Arms in Smash? Scuse me, hon, I've gotta go on Google to search WHO GIVES A ****",10,SUPER SMASH BROS ULTIMATE,METACRITIC
caemon,16-04-2020,wow kkkkkkkkkkkkoklzxcvbnfghfghjdfghjkdfghjdfghjsdfghjksdfghjksdfghjksdfghjk,10,SUPER SMASH BROS ULTIMATE,METACRITIC
JCANGELS,06-05-2020,"Best fighting game ever! the gameplay is too good, the roster and the game modes, is just the Best fighting game ever!!!",10,SUPER SMASH BROS ULTIMATE,METACRITIC
Uniscion,18-12-2020,"Ive been playing smash since 64, all the way up to now, and I was frankly quite good, by the time Wii U came around I had no one around who could compete, and while the online wasnt perfect, it was still responsive enough

But this game? This game breaks my heart. I just want to play smash at a high level, but this horrid input delay and methods makes the game basically unplayable online. No longer is it about quick response time, no longer is it about out maneuvering your opponent. There is only one true tactic to this online dumpsterfire of a game: predicting the future. Its the only way. You have to hard read EVERYTHING, and even if you do,, theres a 90% chance you'll get a missed input because of a lag spike that failed to register your command. Ive never played a smash game this frustrating,,if youre gonna make it be online, make it playable, or else youll end off with former fans who just want to stop playing entirely because it simply doesn't feel good to play. The amount of free hits my opponent got because the shield doesn't pop up when I press the button is absurd. Fix your game, learn from these mistakes, please.

The game offline is alright. I'm not here for stories though, I'm here for precise gameplay, which I didn't get.get",7,SUPER SMASH BROS ULTIMATE,METACRITIC
Owen76287,10-02-2021,"This is the PERFECT Smash game. This review is being made during the Sephiroth update, just to make sure nobody get upset because I didn't mention a newer DLC fighter.

Smash Ultimate is the biggest Video Game crossover of all time. Fighters come from Zelda, Metroid, Xenoblade, Mario, FFIIV, Minecraft, Arms, Splatoon and more.

Controls for the game are supreme. I use a GameCube controller, but a Pro Controller is also a good option. A,B,R,L,ZR and the right stick all function the same as they did as standard controllers in Melee.
Controls can be easily customized just as they were in previous games.

There's easily at least 3 time the amount of stages that Smash for Wii U contained. You can find stages from past games and newer stages from Ultimate.

Certain fighters are improved upon as well. For example Ganondorf, Now uses a sword, extending his side smash range and power.

World of light is also an amazing experience, especially if you're a lonely nerd without friends like me. The fights are fairly easy in WOL, but my only major complaint is length and the time it takes to unlock fighters.

This game is a must buy for Switch owners everywhere.",10,SUPER SMASH BROS ULTIMATE,METACRITIC
Chobe,10-02-2021,"Que decir de este juegazo, la franquicia a la que mas horas de mi vida le he dedicado en cuanto a videojuegos se refiere, este es impresionante por el enorme contenido que tiene, sin mencionar que los DLC solo alientan a revicitarlo mas y mas.",10,SUPER SMASH BROS ULTIMATE,METACRITIC
Aarush,11-02-2021,"This is the ultimate smash game I don't think I have much more to say. The DLC is great, all the content is perfect. My problem is that online is both weak and depressing. Over time people are going to become toxic and it will sorta ruin the fun.",9,SUPER SMASH BROS ULTIMATE,METACRITIC
ConsoliT1,18-02-2021,"This game is almost perfect. The only problem I had was the on-line system, that was very lagged for me, but It doesn't deserves nothing less than 9,7",10,SUPER SMASH BROS ULTIMATE,METACRITIC
MrTheMan,21-02-2021,"Perfect for everybody, beginners to experts. Play it, you have about 100hrs of content.",10,SUPER SMASH BROS ULTIMATE,METACRITIC
CyberNat2000,05-03-2021,My favorite Switch game. I've played it for over 100 hours and I'm still not bored,10,SUPER SMASH BROS ULTIMATE,METACRITIC
Smlth,28-02-2021,I liked this game a lot as of the multiplayer mechanic and the competitive-ness to it. The roster of characters opens a door for many different type of people to main a character. The downside is that there is a big learning curve to it and there is many fundamentals to learn.,9,SUPER SMASH BROS ULTIMATE,METACRITIC
Matthew257,27-05-2021,The best of all the smash bros yet. Other then laggy online play (which basically ruins it) it is an absolutely perfect game.,8,SUPER SMASH BROS ULTIMATE,METACRITIC
PeteyPirahna,16-02-2022,"10/10
My favorite fighting game of all-time. Now Sakurai, please rest. I beg of you.",10,SUPER SMASH BROS ULTIMATE,METACRITIC
LuissDt,02-04-2022,"Epic battles with characters that we never thought to see together along with total chaos, what more could you ask for from Super Smash Bros Ultimate",10,SUPER SMASH BROS ULTIMATE,METACRITIC
JoeyPL5,16-11-2021,It really is the perfect video game. I hate it though and the online is trash.,10,SUPER SMASH BROS ULTIMATE,METACRITIC
39BAKA,07-07-2022,A large cast a character from the as well large history of the gaming world. Amazing base soundtrack from the game itself added even more from other games. Its fun as a party game and as well as a competitive one.,9,SUPER SMASH BROS ULTIMATE,METACRITIC
OtaldoXL,25-06-2022,"Bom vamos lá. Opa beleza? Comecei a jogar o Super Smash Bros. Ultimate. E o jogo é muto bom comecei a jogar já faz algum tempo e cara a jogabilidade é muito divertida com muitos personagens e bem diferenciados até. EU NUNCA gostei de jogos assim com esse estilo de luta mas depois de um tempo jogando, ele fica muito viciante por conta de sua jogabilidade. O modo história não é dos melhores mas ainda é muito bom e divertido. Ele é muito bem explorado com batalhas bem diversas. ( e pra mim o modo história é bem difícil). Eu me divirto muito jogando esse jogo, e curti demais só não acho o melhor do swicth. Eu darei essa nota porque não gosto desse estilo de luta mas vale totalmente apena. Então é isso espero ter te ajudado.",8,SUPER SMASH BROS ULTIMATE,METACRITIC
Nintendist,30-06-2022,fantastic gameplay with a really good and strong design. i love this game so much,10,SUPER SMASH BROS ULTIMATE,METACRITIC
LettugeMM,12-07-2022,"If you like fighting games, this game is what you are searching for. SSBU is one if not the best fighting game on the switch with lots of characters that you can chose to play versus a CPU, friend or random online. There are the most iconic characters in this game like Mario, Link, DK, Samus and much more. Thereis a story that looks interesting and it can help you to understand the controls of the game. Even if it looks easy to understand the controls its really hard to master them and thats why you will keep playing the game. I see lots of people that start playing Smash and ask me ""who is the strongest character?"" there is no strongest character,you just need to like them to play them good with obliviusly some practice, practice makes perfect. So should you buy for 70$ SSBU? Yes if you want to have some fun with friends!",10,SUPER SMASH BROS ULTIMATE,METACRITIC
Vegisgod,15-07-2022,"It is not called Ultimate for any reason. Its Ultimate because they found the perfect combination of speed, movement, spacing, balance with characters (for the most part) and everything else. This game is the culmination of a fantastic team and a director who really cares about the product. This game is just the perfect refining of a game. As a big Melee fan, i absolutely love this game. When Brawl first came out almost everyone I knew was pretty disappointed with how slow it felt, the character roster, and other letdowns (tripping we remember you).

This game has every character from all smash games and then they even went above and beyond putting characters in that we thought we would never see like Steve (minecraft), Sephiroth (FF7), Ken (Street Fighter), Sora (Kingdom Hearts) to name a few of the mind-blowing characters. The game feels good, and you still able to use your Gamecube controller with the adapter they released for the Wii U being compatible. Not only that but almost all controllers work on this console and work well with smash. I sometimes use the 8bitdo controller / sometimes the Switch pro controller depending on my mood.

The amount of great music this title holds makes it a library that you can just chill out to and use the music player to listen to it. Its like you got a bunch of albums of music just for free along side a fantastic fighting game.

This game set a lot of standards that make it almost impossible to follow up on. I feel almost bad for any other fighting game trying to compete. But it seems a lot of fighting games are trying to follow the same type of style but most have been a letdown with the content, the tight controls and the overall polish.

This game has all of that and more. It has so much to offer that this is the only game you really need on the switch and you can have unlimited fun. The grassroots community for smash is huge so you will be able to find a tournament no matter where you live as people hold this game up to the competitive standard you would never expect.

Overall one of the best fighting games to ever grace this green earth. 10/10",10,SUPER SMASH BROS ULTIMATE,METACRITIC
DolphinReviews,20-07-2022,This is a great fighting game with a large amount of content and an expansive roster. Even if some roster choices are a tad weak. The story mode does leave a lot to be desired but the core gameplay is quick and entertaining.,8,SUPER SMASH BROS ULTIMATE,METACRITIC
metagamer2308,11-12-2018,por que es el mejor juego de lucha de switch y de toda la historia de los videojuegos y punto.,10,SUPER SMASH BROS ULTIMATE,METACRITIC
NintendoExpert,17-12-2018,"i don't even understand how a person can give this game a negative review. While the online isn't at it's finest and requested characters didn't make the game, that doesn't make it a bad game. Echo fighters isn't a big deal, so stop complaining. there was no subspace emissary because the fans released the cutscenes on the internet- the fans led their own downfall. world of light is fun to play and is a great, underrated part of the game. I'm not supporting spirits or the new classic mode, but this is a great game, and i feel like it is getting negative reviews for the wrong reasons. this is an epic game, one of the best to have on the switch, and many of the changes were made for the better. this game was made for the real players. i can understand if you don't like classic mode or the online, but you can't even call yourself a real gamer if you didn't like this. all you salty noobs can play brawl with items on in norfair for all i care. stop dissing this epic game that most of you negative reviewers haven't even played. This is the best smash bros game with awesome graphics, awesome soundtrack, awesome fighting system, awesome character roster and an awesome spicing up of the series. we finally get a competitive smash game and people want brawl back? count me out. Super Smash Bros. Ultimate is truly the best Super Smash Bros. game",10,SUPER SMASH BROS ULTIMATE,METACRITIC
HappyHermyHype,11-12-2018,"The best smash Game so far. Masses of content, game modes, characters etc. And finally you have to unlock everything again. It's so much fun, I love it !",10,SUPER SMASH BROS ULTIMATE,METACRITIC
PlzGoobyPlz,11-12-2018,"This game is amazing. Is the best Smash to date, but it has a drawback: AI.
The AI on general seems too smart, or simply unfair at a start, specially on story mode, but hey, a reason to get good in a game; but after a time playing it gets fun.
I also noticed the lack of a proper story in Adventure mode, but who buys an Smash game for a story? We want action, and this game delivers it VERY well...

(Also, it has a lot of content for a fighting game.)",10,SUPER SMASH BROS ULTIMATE,METACRITIC
ApolloGeo,15-12-2018,Super Smash Bros is back. I have been waiting for a long time since I had Nintendo Switch. Thank you Nintendo,10,SUPER SMASH BROS ULTIMATE,METACRITIC
IgnacioRG93,10-12-2018,It´s AWESOME!!!! There are a ton of characters and a lot of scenarios. It´s the perfect gift for this xmas season,10,SUPER SMASH BROS ULTIMATE,METACRITIC
Yatinho,10-12-2018,"Thanks Mr. Sakurai, an awesome game!
Can't stop playing! 10/10 The definitive version of Smash Bros",10,SUPER SMASH BROS ULTIMATE,METACRITIC
B-Dreamer,10-12-2018,"Super smash Bros. ultimate es un homenaje a los videojuegos. No es un juego perfecto, pero se acerca muchísimo, no solo por el contenido desorbitante, sino también por la sólida jugabilidad que ya es característica de la serie. Es increíble ver a usuarios poniendoles nota 0 a un videojuego de estas características, es ridículo el tan solo pensar que hay personas que se hacen múltiples cuentas solo para bajarle la nota.",10,SUPER SMASH BROS ULTIMATE,METACRITIC
Respectthecrow,09-12-2018,"So much love and passion was put into this game it's hard not to give it a perfect score. With the most Characters, Stages, Song, a ton of spirits and a very lengthy yet fun story mode this is definitely the Ultimate version of smash brothers by far.",10,SUPER SMASH BROS ULTIMATE,METACRITIC
KingMikeX,12-12-2018,"If this is Sakurai's last Smash Bros game he went out with a bang. The new adventure mode, World of Light, is the story mode many people wanted. It had a simple but great story, some fun and sometimes overly frustrating challenges, and had some challenging battles. I was a big fan of how we unlocked characters in this game and I some of the newcomers had very interesting play styles that I instantly grew a liking towards. Also, I was in shock and awe over the new classic mode and how each character had a different route they take where each one had different enemies and bosses to fight. There where a lot of callbacks and I love some of the new bosses which I will not go into but they are a lot of fun. Overall this is the best smash bros game to date.",9,SUPER SMASH BROS ULTIMATE,METACRITIC
Gaxeiro,12-12-2018,"Impresionante en casi todos los niveles, llevo jugando desde el lanzamiento y cada vez me abruma más el contenido de este juego.
La jugabilidad está trabajadísima y se nota el lavado de cara de todos los personajes, sus sets y sus escenarios. Se aproxima a Melee, pero bien sea por nostalgia o por excelencia, no creo que vuelva haber un Smash igual.
El multijugador es donde tiene el lunar... En modo local es impresionante, y la forma ideal de jugarlo, sin fisuras, entretenido, muy ajustable y frenético. Ahora bien, Nintendo tiene que hacerse mirar sus servicios online (por los cuales ahora pagas), ya se cargó la experiencia en juegos como Mario Tennis Aces y ahora cojea por la falta de filtros y las caídas regulares... Es jugable, pero a un título así con aspiraciones al competitivo se le queda corto este servicio online.",9,SUPER SMASH BROS ULTIMATE,METACRITIC
Slowbust,17-01-2019,Simply the best so far both for casu and pro players. If you have a Switch you defenetly need to buy SSBU,10,SUPER SMASH BROS ULTIMATE,METACRITIC
GregLobstery,27-03-2020,"The roster is amazing for the most part, but overall it's not the best smash bros game. world of light is extremely boring and everyone wishes it was subspace. while the roster is impressively large yes it is also impressively unbalanced. Every character is either unplayable or broken.",7,SUPER SMASH BROS ULTIMATE,METACRITIC
Jacknew,09-12-2018,"The best SMB that I even seen, a lot of content, a huge map in the adventure mode, 74+1 characters, 103 scenarios, the return of old mechanics and a few new ones, tons of collectibles and iconic characters not only from Nintendo but from Konami, Capcom, Sega, Square Enix and even more as collectible spirits, even Indie games, definitble a must have
But if you are a Nintendo,s hater, I invite U to give this game a score of 0.0",10,SUPER SMASH BROS ULTIMATE,METACRITIC
Ajenjo33,09-12-2018,"this is the definitive version, improves everything seen in previous installments, very entertaining and fun to play with friends. I recommend it a lot I have weighed good times with my brother, especially when we bet who will be the king of smash bross. I do not have any complaints, in the technical area it excels and meets the standards of today very flashy at 60 fps very stable. With this delivery we gain the users and the world of videogames in general",10,SUPER SMASH BROS ULTIMATE,METACRITIC
happyPotato,16-12-2018,"Super Smash Bros Ultimate is a delight to play. With a vast roster of characters and stages, with new side modes this game is a blast to play with friends or by yourself. Classic mode is revamped in this game with each character having a personalized route along with training mode having many updates for advanced players. However, there are some missing modes many smash fans will know including, stage builder and stadium modes. A new adventure mode, World of Light, is also in place including a variety of challenges and some amazing boss battles. Although it is great in many ways, it starts to get repetitive after some time. Overall, even though this game has some flaws, I still consider it the best in the series so far.",9,SUPER SMASH BROS ULTIMATE,METACRITIC
Bbplayer,21-12-2018,Amazing feel to the comp side and world of light is pretty fun too. The only downside is the online matchmaking for rules is very inconsistent at it's current state.,9,SUPER SMASH BROS ULTIMATE,METACRITIC
Videogamer0615,10-12-2018,"Amazing game! Although world of light isn't as good as subspace, it's better than melee's adventure mode. Nerfs and buffs to good and bad characters are always welcome. A 9.7/10 in my opinion.",10,SUPER SMASH BROS ULTIMATE,METACRITIC
fortnitesuxboi,10-12-2018,This game is fantastic. This is very subjective but if your getting a switch and one game get this game over zelda and mario as this is a great single and multiplayer game. Just keep in mind when you don't beat a new fighter play a few ore matches and check games and more.,10,SUPER SMASH BROS ULTIMATE,METACRITIC
HugeyBear,15-02-2019,"A lot of fun in the short term. It's not something I'd play for hours at a time nor sink hundreds of hours into but it is a lot of fun for an hour or so every now and then.

The levels are fun for the most part with a few irritating ones.
I do find it difficult to consistently combo and put this down to tricky control design, however this could be personal to me.
The characters are great and playing to unlock new ones keeps incentive and keeps it fun as you keep getting to play with different characters.
I am yet to play online but imagine it to be really exciting to play with friends.

I definitely would recommend buying it if you haven't already.",8,SUPER SMASH BROS ULTIMATE,METACRITIC
JoshuaBell11,11-12-2018,Absolutely STELLAR. I didn't know this series could get any better. But it just did!,10,SUPER SMASH BROS ULTIMATE,METACRITIC
Flame9058,13-12-2018,"Amazing game, will truly go down as a classic. Nintendo keeps hitting home-runs.",10,SUPER SMASH BROS ULTIMATE,METACRITIC
