author,date,review,score,titre,origine
GrumpyReviewer,23-06-2017,"The ultimate friendship-destroyer is back (ish), since it was originally released as an Wii-U title. In any case, Mario Kart 8 Deluxe is a must buy for any Switch owner. I just never get tired of it. Smooth driving, great visuals, awesome cast, variety of karts, fun tracks, MK8D has everything you need for hours and hours of racing fun.

Apart from having a very aggressive AI - who tends to cheat quite a bit - and the absurd amount of blue shells they get, I really cannot point any problems with this game. It's awesome, it's fun, it's a blast, either alone or with someone else.",9,MARIO KART 8 deluxe,METACRITIC
amstans,03-05-2017,"This time around they made the game truly addictive and replayable. If you were to compare it briefly to the wiiU version to say it's worth buying it again I would say brighter and not fuzzy. What a difference between the two. I used to think the wiiU version was stunning and now it's painful to look at. Beyond that there are multiple battle modes, new players, new items etc.
They finally nailed it Love this game so much. See you online!",10,MARIO KART 8 deluxe,METACRITIC
claytastic,10-07-2017,"Most remastered games nowadays end up being half-assed attempts at making the original game look better without changing the game in any way in order to capture your nostalgia and take your money. Skyrim: Special Edition, Modern Warfare Remastered, BioShock: The Collection and the Dead Rising Trilogy are all perfect examples of this. Once again, Nintendo has had to come in and show every one how something is done with this Switch port of the already amazing Mario Kart 8.
I will concede, however, that in terms of graphics, the game only looks slightly better than the previous version, but it's not a problem since the game already looked great on the Wii U. That's not what makes this game spectacular, though. It's the fact that it's everything the original version was, and more.

All of the DLC tracks and characters are included (something that has failed to make it's way to more recent remasters), and they even made new levels, which means that there's 48 tracks total, and it's not just one of those situations where more is worse because they're less varied. Each level is unique In its visual and level design, which really adds to the game's replayability.

In addition to more maps and characters, they also added a new mode: battle mode. Actually, its a mode with a few different mini-modes. They take certain tracks and turn them into arenas so the players can battle it out. This is done in many different ways, collecting coins, popping balloons, throwing bombs, and my personal favorite, a cops and robbers gamemode where the cops chase the criminals around with piranha plants and criminals have to bust their friends out of jail when they get caught. it's not new since we've seen in previous games, but it's nice to see it return after a long hiatus, since it wasn't present in Mario Kart Wii, 7, or the original version of 8.

To conclude, Mario Kart 8 Deluxe is exactly how you do a remastered game. It fixes every problem that I had with the original version, and it changes enough to make it feel like a whole new game, without trampling the legacy of the original. This is the first time in a while where I'm able to say that this is the ultimate way to experience the game. I was going to give it a 9, but then I realized that I actually didn't have any problems with this game, minus the fact that there's 7 different versions of Rainbow Road (making it the Skyrim of Mario Kart), so it gets a well-deserved 10.",10,MARIO KART 8 deluxe,METACRITIC
Almogavar84,15-07-2017,"Juego arcade ya visto en Wii U con cambios jugables apenas perceptibles a primera vista, jugabilidad enorme y que es una saga que aporta muchísima diversión en multijugador local u online, es un iMPRESCINDIBLE!!!",10,MARIO KART 8 deluxe,METACRITIC
Tyke665,30-04-2017,"After 14 years, Double Dash has finally been beaten by Mario Kart 8 Deluxe as the best Mario Kart. As a owner of the original Mario Kart 8, I was very hesitant to buy the game at first because of the lack of new race tracks and the fact that it is sold at full price. But i can assure you that this game is 100% worth it. 48 race tracks, 43 characters, a full and complete battle mode with 5 modes and 8 arenas and a robust online mode: this is by far the most complete Mario Kart game. Plus, you can take the game anywhere with you. If you have a Switch, this is an absolute must buy.",9,MARIO KART 8 deluxe,METACRITIC
fire_fist,25-05-2017,"The double item system and new battle mode add a fun new aspect to the game. The DLC packs from the original game are fantastic, too, for those who didn't purchase the game on Wii U. If you haven't played the game at all then it's a fantastic deal. The only blemish on the game is the poor online infrastructure. Hopefully this will be fixed eventually.",9,MARIO KART 8 deluxe,METACRITIC
AngelLinebeck,30-04-2017,"This is the best Mario Kart game to date! Superb courses, nice characters and super smooth game play with a stable 60 fps.
Also for time-trial fanatics there is enough to do with a Nintendo ghost to beat in every level and courses that let ypu master them in every detail, This is a no-brain er for every Nintendo Switch owner.",10,MARIO KART 8 deluxe,METACRITIC
MarioKartfans,01-05-2017,"Best Mario Kart in the series, best racing game of all-time and best racing game of this generation. Only racing game got high rated in history is Mario Kart so rest of all other racing games didn't manageable to get high rated or massive sells like Mario Kart. :D

Only racing franchise can kill all other racing games easy. DiRT 4 out next month and will not beats MK 8 Deluxe same go for new Forza or Gran Turismo games out later this year and still continue beat by MK 8 Deluxe. :D

Anyway. Love this game too much. Everything in it is awesome. I am so glad Nintendo bought back proper Battle Mode as well King Boo, Bowser Jr,, Dry Bones and Double item and flower / ghost items. :)",10,MARIO KART 8 deluxe,METACRITIC
M1N1B34R,01-05-2017,"This my first try at Mario kart and very much impressed. if you like playing with friends and family this is certainly the game you looking for. This might one of the reasons you buy switch. The graphic is good, the game play is awesome, the online games also offer an exciting experience. If you like a constant intense racing game, this game is certainly what you looking for.",10,MARIO KART 8 deluxe,METACRITIC
Xervoo,30-04-2017,"Fun and exciting game to play, with some form of progression in the kart part unlocks. The racing is a bit unbalanced in the current patch - some items are a bit too common - but the classical mario kart going from 5th to first place in just a few seconds is fun as ever. The battle mode is new and improved and doesn't dissapoint. The current situation on the multiplayer does however. Disconnections are very common. All in all it's a great game, and I have faith that the issues will be fixed in due time.",9,MARIO KART 8 deluxe,METACRITIC
Zappieroth,01-05-2017,"Game is great in almost every regard, However the multiplayer has connectivity issues.
When trying to connect to a lobby more often then not I am greeted with ""A network error has occurred""
This can be rather frustrating.

Other then that there is hardly anything wrong with the game it has everything you would expect from a polished title: 60FPS Stable, Smooth graphics and vibrant colors, A lot of maps and modes to keep you busy for quite a while.
I can happily say that this game is a must buy... a no-brainer really, For any Switch owner.",8,MARIO KART 8 deluxe,METACRITIC
luigicap,22-08-2017,"Easily my favorite game on the Nintendo Switch so far. The graphics are as good as the original, still as fun and a great game for others to play to! I absolutely love playing 4 player multiplayer with family and friends. The online i great, i hardly ever fall out of matches due to lag. The battle mode is something special, Renegade Roundup is the best mode. This game is worth every penny, i have put 80 plus hours into the game and will continue to do so. If you love Mario Kart, this is a must buy.",10,MARIO KART 8 deluxe,METACRITIC
shadow773,13-09-2017,"I did not play the original game so I don't have a point of reference... all I know is that this game runs like butter, is fun at parties, and is damn fun to play period.",10,MARIO KART 8 deluxe,METACRITIC
ReviewGene,14-09-2017,"The most expansive Mario Kart game to date. A revamped battle mode, full Wii U DLC , a large number of kart customization options, and the classic racing game-modes makes this one of the best racing games to pick up and play.",10,MARIO KART 8 deluxe,METACRITIC
runeasgar,01-06-2018,"It's a lot of fun, but the frantic barrage of weaponry frequently ruins races in the final stretch. I wish there were an option to have no items in the campaign mode.",7,MARIO KART 8 deluxe,METACRITIC
Kas_scientist,04-07-2020,"While fun... I find it frustrating as hell.
There is no point in getting good if in the last lap you lost a huge lead and finish last just because luck and because the game (Nintendo) wants it.",5,MARIO KART 8 deluxe,METACRITIC
Nagoyablue,28-04-2017,"It's Mario Kart. It's very very fun to play, as always. For the money, it's well worth it to have the best version of Mario Kart ever made.

My one complaint? All courses are unlocked from the start, where as I am used to having to complete each championship to unlock the next. Feels a bit un-natural to be able to race any course from the start. You still unlock Karts and parts, but it's not quite the same.....

Still, excellent game and well worth the money.",9,MARIO KART 8 deluxe,METACRITIC
London_Calling,01-05-2017,"A little tricky to review as I've sunk hundreds of hours into the wiiU version and bought the DLC (which speaks volumes in itself). Battle Mode restoration is great (especially Shine Thief which is exhilarating), all DLC is there, graphics seem sharper and.......it's all about the portability! If you didn't have a wiiU or get it for the wiiU then it's an absolute must. Well worth getting anyway.",9,MARIO KART 8 deluxe,METACRITIC
nuevocharrua,28-04-2017,"Si la version de Wii U era casi perfecta, la version de Switch, ya lo es. La principal pega de la version de Wii U , era el modo batalla, cosa que mejoro infinitamente con la version Delux, Ademas, poder jugar en portatil, hace un juego imprescindible.",10,MARIO KART 8 deluxe,METACRITIC
marcostoso27,28-04-2017,"otimo jogo,completo,com seu modo battle mais divertido do que nunca.a verdadeira experiencia de um mario kart definitivo certamente ta na versão do switch.",10,MARIO KART 8 deluxe,METACRITIC
FireFistYamaan,28-04-2017,"People ask why you should purchase Mk8 deluxe, it's just a port right? Well yes and no.

I own the og wii u version and the switch version now and let me tell you this is worth it. The controls for the switch are perfect for this, the vibration helps alot.

With a 42 character rooster and 48 stages all together, what more could you ask for? Oh right I forgot, they added a really fun battle mode which is a very welcome addition.

To wrap it up, it's still the Mario kart you all know and love but a ""deluxe"" edition as the name says. It's worth another pick up for Mario kart 8 wii u version owner, and a no brainer for people who don't own this for the wii u",9,MARIO KART 8 deluxe,METACRITIC
big_boss0310,30-04-2017,"This game is awesome. Its a MUST!! The game looks awesome, runs awesome and the control is perfect. I am waiting now the tournaments, because the online game is funny. Good Job Nintendo!",10,MARIO KART 8 deluxe,METACRITIC
Krzysztof81,28-04-2017,"What not to love about this game. It takes everything what was great about MK8, improves it and adds tons of new stuff. Hands down, this is the best of the series so far.",10,MARIO KART 8 deluxe,METACRITIC
riverdalezelda,28-04-2017,I GOT IT TODAY AND IT IS AMAZING. I had it on the Wii u + all the DLC and I am so happy with my purchase. The battle mode is so good and the double item box and pink sparks subtly change the game,10,MARIO KART 8 deluxe,METACRITIC
ItsAllOgre5,28-04-2017,"Basically the perfect racer. The vastly improved battle mode, DLC, portability, and other bonuses make it pretty hard to go back to the old Mario Karts. Easily the best multiplayer title on Switch!",10,MARIO KART 8 deluxe,METACRITIC
ElCaptain,19-07-2020,Does not add that much content and it is much too expensive for the price they are asking for this,7,MARIO KART 8 deluxe,METACRITIC
StefanGoedhart,01-05-2017,The best racing game yet with innovative game mechanics. It's amazing to play such a beautiful game on a handheld device. It's an incredible leap forward compared to Mario Kart 7 on the 3DS. It's also great that you aren't tied to the TV anymore which was the case with the Wii U version. 10/10,10,MARIO KART 8 deluxe,METACRITIC
marvs869,28-04-2017,"Jumping from Mario Kart 7 to Mario Kart 8 Deluxe, I can truly say that this is the definitive version of Mario Kart to date. Not only do the graphics match well with the game's design and art style, I never felt any frame rate drops as I was playing the first few courses. Not only that but the game really complements the switch's ecosystem. With 2 controllers on the go and at your disposal, you and your friends are sure to have a fun time anywhere and anytime",10,MARIO KART 8 deluxe,METACRITIC
dharma,10-06-2017,"Still one of the best racer out there, now essentially in a portable format. For those who bought it for the Wii U, then there is literally no additional content beside the new battle arena (hence the '9' instead of a '10). Otherwise, it's still one of the best Mario Kart out there. If you're a newbie and itching for a new game for your Switch, then this is a must buy.",9,MARIO KART 8 deluxe,METACRITIC
DanielMH,03-05-2017,"The most complete Mario Kart game to date and in 60 fps, including all the DLC for the WII U version and with a new Battle Mode, what more can I say about this game",9,MARIO KART 8 deluxe,METACRITIC
federicodiazb,12-06-2017,"If you had already played the Wii U Version, there is not much to say about this almost perfect game. The graphics are still great, the battle mode adds new possibilities but the best feature of course is the possibility of a 2-Player-Game with the integrated controllers, that´s where the real value of the game resides!",9,MARIO KART 8 deluxe,METACRITIC
Barnes1987,02-05-2017,"Really wanted to give this a higher score but i just can't. Item distribution is terrible, if you are leading the race the best you can hope for is a single red shell or the noise thing that stops the blue shells, and speaking of blue shells, they are one of the things that ruin the experience. Gets a bit old getting hit with 3-4 blue shells every race and i still haven't got a single star to use after finishing 24 GP's. Don't get me wrong there is positives to the game like the return of battle mode which is awesome and new characters, Good game that is in need of a major update to sort out the item distribution, Still a must buy for anyone that missed the WII U version.",8,MARIO KART 8 deluxe,METACRITIC
Creeper3455,01-05-2017,"This is probably THE Mariokart 8 we all needed. I mean,sure,the Wii U version is fine,but this 'Deluxe' version,with all its DLCs,new charachters and new modes,is a tad more playable. There are the same courses and it's the same expirience,but from a graphcal standpoint,like LEGO City Undercover,it looks like they improved the graphics a little bit (And this time,there are no bugs or errors,luckily....). Looks like Nintendo listened about the online multiplayer being not the same without the Battle modes,and it's not a surprise when i say that the Battle modes,with all the new and old maps,are perfectly playable. I mostly play with my Switch when it's on Portable Mode,and the frame rate is fine. It runs at 720p with 60fps,and i'm okay with it. In the end,Mariokart 8 Deluxe may be the first time where a remake is actually better than the original version,with smooth graphics,improved online multiplayer and,of course,the same old Mario fun!",10,MARIO KART 8 deluxe,METACRITIC
Dargonet,30-04-2017,"The game is really great. I've already owned Mario Kart 8 on the Wii U and all DLC but the Deluxe version with a new Battle Mode, characters, double item slots and third drift boost etc. is still worth to double dip the game for me because it changes the game enough to make a huge difference. However I dislike ""online"" so far. It's the same Wii U experience with more disconnections, bad W-Lan solution integrated within the Nintendo Switch in handheld mode and online needs to be improved in MK8 Deluxe drastically to justify a payment per year for me. Right now it's far away from being good and this don't meet my expectations.

However local multiplayer is even greater with more opportunities playing and easy controls for casual family members are also an extreme good addition for MK8. The new items fit perfectly into the game and it's really amazing playing this game on the go. Beating times on your favorite courses traveling is so far very astonishing.

It's nearly the most perfect fun racing out there. Last thing that needs to be improved is online.",9,MARIO KART 8 deluxe,METACRITIC
iNEEDaBowl,09-05-2017,"Overall, super fun. Amazing graphics for Nintendo, not PS4 or XBONE level, but I just love seeing all of the nostalgic characters from my childhood in clean 720p. I would give this a clean 10, but the amount of items constantly in play makes playing online a bit spammy. Even if you have a perfect race you are still bound to have a sequence of getting hit by 2 or 3 items in a row and drop from 1st to 10th. The plethora of items always keeps you in the hunt. But overall the results of each race are more of a slot machine of who has the best items on lap 3 than who is having the best race. The items do make battle mode super fun though.",9,MARIO KART 8 deluxe,METACRITIC
Grapezard,01-05-2017,"Tons of fun, like the Wii U version. Battle mode was changed for the better from the ''battle mode'' found in the last version. Roster was improved, and it's nice to see Dry Bones and King Boo make a comeback. My favourite Mario Kart made even better; 10/10.",10,MARIO KART 8 deluxe,METACRITIC
GToad,14-05-2017,"Ive played this game for over 30 hours now, and I can safely say this is a must have for any nintendo switch owner, whether you owned this game on the Wii U or not. I played the Wii U version for hours, and it is totally worth the re-purchase due to its portability, new battle stages, and other minor tweaks that make the game so much better. The only negatives I have is that I feel that the AI is way to easy, and I experienced communication errors a quite a few time while playing online.
Overall, this is a must buy for all switch owners.",9,MARIO KART 8 deluxe,METACRITIC
Akahdrin,29-04-2017,Easily my favorite game on the Switch. I didn't think anything would touch Zelda and boy was I wrong. The replay value is insane. The fun in your living room with your friends is priceless. The controls are perfect. The 60 fps and 1080p graphics in docked mode is exactly what I was hoping for. What's the only thing I would want changed? I guess just to turn off auto-steering by default.,10,MARIO KART 8 deluxe,METACRITIC
LordMOrion,02-05-2017,"An excellent game, well made and presented. Easy to pick up and enjoy especially on the Switch. The gameplay mechanics are simple, fun and extremely well executed. However as a full price game the content is a little lacking.",9,MARIO KART 8 deluxe,METACRITIC
Leonardolopez,30-04-2017,"Una mejora al de wii u, gran mejora, items nuevos, personajes nuevos, circuitos sin descargar y mejoras en el sistema de batalla, lo que si me gustaria fuera de que hubiera mas personajes y nuevos circuitos",10,MARIO KART 8 deluxe,METACRITIC
TorterraBoy,30-04-2017,"Fantastic game, with the Switch in handheld mode already having 2 controllers, I can put it in table top mode and play with my friends. Also battle mode is amazing and graphics are better",10,MARIO KART 8 deluxe,METACRITIC
MrClassic05,04-07-2017,"Best Mario Kart I ever played this game is a must-have no matter you played the Wii U version or not get it this game features
-New characters
-Best Battle Mode
-Double item
-LAN play",10,MARIO KART 8 deluxe,METACRITIC
BluesBrothers,25-07-2017,"Mario Kart 8: Deluxe is a great example of a remastered port done right and it was a blast to play this on the big screen as well as on the go. The sheer variety of courses, karts, characters, and battle modes is stunning. Although the battle mode is vastly improved, I feel that the could still could have much more with it. The visuals are crystal clear and don't suffer as you undock the console. It's very enjoyable to test your skills online even if you occasionally get booted out. It's awesome to play as new characters from other franchises such as Link and Isabelle. Very solid!",9,MARIO KART 8 deluxe,METACRITIC
KingHeavy,12-08-2017,"On the surface, this looks like a port of the Wii U version with a few extra bits sprinkled on. But there's a lot to enjoy, even if you've played the Wii U version before. There's a fun new boost system, the battle mode doesn't suck, and it has Inklings!",9,MARIO KART 8 deluxe,METACRITIC
Refreshment,18-08-2017,"Mario kart 8 deluxe es una versión mejorada respecto a la de wii u. Al ser una edición deluxe como su propio nombre indica, incluye nuevas cracterísticas respecto al original como: La posibilidad de llevar dos objetos al mismo tiempo, un cuarto turbo al acelerar, nuevos corredores, nuevos vehículos y un modo de batalla en condiciones. Como extra, podemos encontrar los tres DLCs que aparecieron a la venta integrados en esta nueva versión; lo cual, hace al juego más atractivo para aquellas personas que no los adquirieron en su momento.
Como todo juego de la nintendo switch aprovecha las nuevas funciones que ofrece como el poder llevartelo a cualquier parte o poder jugar de manera inalámbrica con otras personas que posean la consola.
El mayor inconveniente que le veo es su elevado precio, los mario kart son un ""must have"" para las consolas de nintendo, sin embargo no nos olvidemos de que estamos hablando de una nueva versión mejorada de un juego que ya salió hace unos años y en mi opinión, no lo tendrían que vender a precio de novedad.",8,MARIO KART 8 deluxe,METACRITIC
Kick454,02-05-2018,"A major improvement over the Wii U version. But it still has some flaws remaining from the other version.

Pros:
+ Soundtrack: AMAZING! It's a mindblowing soundtrack!
+ Gameplay: While it's still just the same ol' Mario Kart gameplay, the gravity gimmick definitely makes the game even more fun. Also 200cc is uncontrollably fun!
+ Characters: Definitely an improvement! Though, where's Funky?
+ Battle Mode: It's definitely an improved version, though I wish there were a few more courses.

Cons:
- Nothing Really ""new"": It's basically a port with a new battle mode and a few new characters. Why not add a few more courses?

Overall, Mario Kart 8 Deluxe is a really solid entry in the Mario Kart series and warrants a 9.5/10 from me.",9,MARIO KART 8 deluxe,METACRITIC
EmiliaClarke202,18-05-2018,"Great game. Playing it pretty often, when I have the time to play my switch. I recently bought a switch, so i think it'll take some time before i get bored of it",10,MARIO KART 8 deluxe,METACRITIC
Technickle,11-08-2020,"This game is a lot worse compared to it's Wii U release, and the luck factor that comes into play even makes it's a worse experience. Unlike the Wii U version where skill was a factor, luck felt more reasonable. $60 for this? no, no more like $30 maximum. For someone who played A LOT of the Wii U version, I can tell you that, this is not any better. If you still like Mario Kart 8, make sure to keep the Wii U version and dump the Switch version entirely. Coming from someone who spent all their time on the Wii U Version (13K) it's recommended to skip this.",1,MARIO KART 8 deluxe,METACRITIC
imypabloxeonalv,27-06-2020,"The game is good, not awesome, but good, my cousing when i go to his house he only wanted to play this game, but it's a little bit boring and repetitive, the gameplay it's good but no awesome, and i think it's so expensive for this game",6,MARIO KART 8 deluxe,METACRITIC
Magolor21,26-08-2020,"This game is the perfect example of the Nintendo casual approach post 2010: confusion rules over everything. From a racing game, Mario Kart has officially become a Party game where luck is almost as important as skills.
Most of the choices, from the blue shell running through racers, to the lightning for not mentioning the green shells bouncing crazily everywhere seemed to be done in order to create confusion and help gamers without skills to obtain decent results.
The Mirror mode is totally useless and the 200cc doesn’t suit a track design which wasn’t intended to that.

The only good notes are the graphics, colorful and gorgeous, the nice Ost and the control system almost all the time price and reliable.",4,MARIO KART 8 deluxe,METACRITIC
spongeswift,22-10-2017,"Mario Kart 8 Deluxe does a lot wrong. The item system has completely been flipped upside down for the worse and battle mode is only fun for a while into you find yourself only doing races. Yes it still offers the fun time that Mario Kart 8 does, but it's item system is not great and not enough new stuff was added. A 60 dollar purchase can't be justified for this game in my opinion, it's a good 40-50$ game but it's really just a port with some new bells and whistles.",7,MARIO KART 8 deluxe,METACRITIC
EFYevan,28-04-2017,"The most complete Mario Kart game ever created! The #1 complaint people had about the Wii U version is that the battle mode was lacking. Now with that fixed, we can all confidently agree that this game is a 10/10. Masterpiece!",10,MARIO KART 8 deluxe,METACRITIC
DrZomboid,21-01-2019,"I sold the game after few races. It is ok and nice but I like Crash Team Racing better. I mean, I feel too old for karting anyway.",5,MARIO KART 8 deluxe,METACRITIC
LJPhil,01-05-2017,"Mario Kart 8 for the WiiU was a fantastic entry to the Mario Kart franchise; beautiful visual, catchy soundtrack, and solid gameplay. However, it suffers some few questionable problems, such as the almost lacking battle mode and the item balancing. Now, take the pros from MK8, include the DLCs, and fixes the cons, and voila! you have yourself Mario Kart 8 Deluxe for the Switch.",9,MARIO KART 8 deluxe,METACRITIC
