author,date,review,score,titre,origine
Alvalos,21-11-2021,"Are they perfect? No
Are they fun? Yes
Does it include platinum content? No
Are the graphics bad? No
Would you replay them again? In a heartbeat

BDSP is, without a shadow of a doubt, a trip down nostalgia lane, a re-imagining of the original journeys throughout the Sinnoh Region from their initial outings in Diamond & Pearl. Story If the goal was to achieve faithful remakes of those games, then ILCA have fully succeeded in their mission. It’s just as leisurely paced as the original Diamond & Pearl, encouraging the player to take their time and take in their surroundings. The story of DP is quite grand but it wasn’t fully realised and developed until Platinum. Lots to do & explore whilst not feeling too linear with a maze-like map. In this instance however, after playing through the game, I personally feel as though the fleshed out story beats from Platinum are missing here.

Graphics
They’re clean, charming & capture the essence of what classic top-down Pokémon used to be. Cutesy & child-like. Sword & Shiled in comparison can look a little muddy around the edges. There were a few janky animations from time-to-time but nothing that didn’t just make me smile and giggle. They clearly take inspiration from the Links Awakening remake, and on reflection, it was probably the better route to go down than trying to re-create these games in Sw/Sh graphics. Don’t be fooled by the initial reveal trailer, the improvements in lighting, shading & character models has come on leaps & bounds since we first saw it at the beginning of the year. Everything Else
-The roster of Pokémon is as it was in Gen 4, it actually makes for a decent challenge trying to shape a team with the Pokémon you have at your disposal. We won’t get all the Pokémon in Legebds Arceus, we didn’t get them all in Sw/Sh, why should this be any different?
-The grand underground is a place where you could spend hours hunting through the walls or capturing Pokémon, otherwise unobtainable in the overworld for your adventure. ILCA, you did a cracking job of the underground and making it useful & accessible for everyone. -Contests have been re-defined & streamlined but IMO I would say this was for the worst. Contests in the original had substance & felt like a journey in of themselves. The new version of contests are a rhythm game - great if you’re short of time, but I didn’t feel as though I had something to work towards. Poffin making can be tedious at times! - The EXP share was a necessary edition although it should have been a toggleable option. I had it on for my whole journey and blacked out a couple of times! It negates the grind, but ideally should’ve been optional. I very much enjoyed my time with BDSP, ILCA have managed to rekindle that inner child and bring back memories of playing my original copy of Diamond back in 2007. Newcomers of the series will have a shock as BDSP is the genuine article when it comes to what Classic Pokémon is all about. A little bit tough, a grand adventure & a lot of fun. Highly recommend first time Pokémon players pick up this one rather than any of the more recent entries. ILCA catered this game to the fans of Diamond & Pearl, a love letter to what Pokémon used to be, trying not to get hung up on the more recent additions & changes in the newer games. I hope TPC continue to outsource some of their projects.",8,POKEMON,METACRITIC
Chaosblazer321,20-11-2021,"I feel that these are welcome additions to the remake category, though they are not without flaws, I definitely feel that compared to the original Diamond and Pearl entries these are superior.

They are much faster than the originals especially when it comes to surfing and trudging through the northern snow routes, which even in platinum was still a slow process to deal with. Gym Leaders are just as challenging, in the cases of some of them even more so, and the E4 and Cynthia are even more extreme, and the grand underground exploration is so great, being able to find pokemon that are not in the original sinnoh dex and being able to use them, between that and the upgraded digging style, you could stay down there for hours and even better you can save down there so you are not forced to leave.

there are some aspects I do wish they had kept from platinum, such as platinum's story, and the distortion world, but removing them are not deal breakers, also despite the EXP share being on constantly, it has not made the game any easier for me, I can understand the fustration of those who wish that they could turn it off, but I feel the game is challenging even with it on.

Overall I find these games solid for games that were outsourced and I feel like the only true way to judge them is to try them yourself, perhaps by renting or borrowing them from a friend before you make the decision yourself as in the end you are the only one who can decide if a game is bad or not, and I personally feel these are good installments even if they aren't perfect.",10,POKEMON,METACRITIC
SupItsMarcus,21-11-2021,At this point i am ignoring all the negative reviews. I think this game is a fantastic remake of the original games and miles better than the disappointment that was sword and shield.,9,POKEMON,METACRITIC
Shaddyslim,21-11-2021,"At least a good remaster, better than that stupid GTA theology anyway.....",8,POKEMON,METACRITIC
KarimTheTraitor,21-11-2021,"The triumphant return of my favorite generation, with changes consistent with current generations and new mechanics that make the game more relaxing or enjoyable.",10,POKEMON,METACRITIC
DramaticBox,21-11-2021,This blows Sword and Shield out of the water in terms of effort and completeness. I'm having an enjoyable experience the likes of which I haven't gotten out of a mainline Pokemon game in quite awhile! Highly recommend for Pokemon fans seeking a return to form.,10,POKEMON,METACRITIC
CasualG1,20-11-2021,An enjoyable return to form for Pokemon and a great way to revisit Sinnoh .,9,POKEMON,METACRITIC
Maplemiles,20-11-2021,I'm having fun with this game and this doesn't deserved to be reviewed bomb,8,POKEMON,METACRITIC
B3jn,21-11-2021,"Best Pokemon game in years, a true return to form. Don't listen to other reviews, Pokemon fans always cry and are never satisfied with anything. This is a great game and well worth $60.",10,POKEMON,METACRITIC
Lilpain1997,21-11-2021,To those review bombing... Stop you look stupid as this is very clearly not a 0 or even less than a 6 if you like Pokémon in anyway shape or form. To put it short its DP but with added content and QOL improvements. I see a lot of dumb comments here saying its a broken game or FPS is terrible or that the graphics are bad... None of which are true at all. I have 15 hours in Diamond rn and have spotted 1 FPS drop when I played unpatched. If you enjoy Pokémon just buy it as you will enjoy it,8,POKEMON,METACRITIC
neddymack,21-11-2021,"This is exactly what I want from a remake of a Pokémon game. Does it reinvent the series? No, as it shouldn’t have to. The graphics are fine as they are a modernized version of the DS original akin to the Link’s Awakening remake. The gameplay loop is the same as every other mainline Pokémon game and is solid per usual. It brings back that sense of exploration missing from the base Sword and Shield game which I desperately missed. It’s a perfect time sink while waiting for Arceus, the game that should be striving to further the series in terms of reinvention. This game doesn’t deserve the low score many are giving it, it’s at least a 7–8 in my book. Even if nostalgia colored glasses, which are a powerful tool, influence my decision.",8,POKEMON,METACRITIC
Fabiosimba,20-11-2021,Questo gioco e di una bellezza inimmaginabile e ti permetterà di rivivere le vecchie emozioni,10,POKEMON,METACRITIC
BrachiasB,24-11-2021,"I thought this one may have oras or let's go level of new, but NO, it doesn't even have the bare minimum of freshness. for those saying why you wouldn't like this game if you have played original, that's precisely because you don't have anything new compare to that sensation you had 15 years ago. if you're going to remaster a 15 year old pokemon game in 2021, you better have SOMETHING to make it up in terms of content if new pokemon or region wouldn't be a thing. let's make a comparison: what did oras gave us for its remake? new megas, new legendary forms, additional story, and a new online meta. what did this gave us? none, story barely changed or added, nothing new. not even a new legendary form which I hoped for when I saw the statue of fused form of dialga palkia. oh I'm sorry, remaster and remake is 2 separate thing so comparing this to oras is unfair? I. DON'T. CARE. if you have the audacity to put a remaster on a full price, then you must have a reason for that because all non nintendo remasters are never on a full price. even xenoblade chronicle on switch had good amount of features or update from the original and made the price little more convincing. this though? no dex from unova to galar, no competitive online, no battle frontier with little to no new features.

don't get me started on battle. why is the game trending on giving exp to all party member? even when all trainers have vgc level of ai, moveset, item, natures and even evs, they're nothing if you know how typing works. we had something like this on sun moon, and they were tough because you got bunch of unfamiliar pokemon with completely new gimmick. admittedly the trainers weren't that big of a hassle, but the totem pokemon made up the difficulty even with the current exp share. and just as I said, if the ante up is only coming from a trainer, they're the least amount of trouble you should worry about, and that's the only thing for this game. needless to say, the original dpp and bw were challenging because the exp share wasn't the way it is.

oh and poketch. yeah that one is a real clunky one to use now that there's only 1 screen, dowsing and counter is unusable. then again, who cares about those, right?

if you're going to talk about underground, that's the only thing I can praise about. even with that though, this is practically the bare minimum of content or new feature you should have like the hideaway.

contest, why do I care. I never liked spending time on this during dpp or rse because it doesn't reward you anything (unless if you had feebas but lets be real you never had one at the time). if the prize is like the 3 starters (instead of making them appear on hideaway), then you have some incentive to win it. only some stickers and ribbons though? no, not all of us are collectors and thus this is one of the weaker content to bring up.

I can complain thing or two about graphics and bugs, but honestly that doesn't apply to everyone so I only mentioned the bigger picture that everyone would encounter.",2,POKEMON,METACRITIC
Kratosine,21-11-2021,"Un par de remakes mucho mejores que lo que fueron en su dia Let's Go Pikachu y Eevee.
Aunque hubiera preferido mil veces un Sinnoh recreado bajo el estilo de Galar, este estilo chibi adorable y muy pequeño, en remembranza de los sprites originales, sinceramente no me molesta.
Si bien el juego es mas fácil, no es restrictivo ni te obliga a pasar por el aro, puedes jugarlo de múltiples maneras en busca de mayor dificultad.
La música, los modelos y el enviroment esta muy bien rediseñado, y al jugarlo y al ser tan fiel en todo lo que se propone, produce una gran sensación de nostalgia.",10,POKEMON,METACRITIC
JungleAtk,21-11-2021,"A very fun game. Faithful to the original while adding a few thing to spruce it up. I feel like it’s a bit more difficult than previous entries have been and I welcome that as I’ve felt more recent entries have literally been 1 hit battles. Thankfully this doesn’t happen nearly as often or at least it hasn’t in my case so far. Only a few times have I 1 hit an opponent and it was mostly due to being a much higher level and having a type advantage. I enjoy the chibi graphical style for the overworld and find that it is reminiscent of the older DS games. I don’t remember anyone having an issue with X and Ys or OR/AS chibi style, why all the hate for it now?

I don’t understand all the negative reviews. Is the lack of platinum game elements disappointing? A bit yes. Is it game breaking? No, at least not for me. Modern More recent Pokémon games are constantly throwing new gimmicks at the series to keep it fresh. Megas, Z-moves, V-max, wild area, regional variants. Pokémon Brilliant Diamond and Shining Pearl take the series back to a more simplistic period and I find it quite refreshing amidst the all numerous features and additions that the modern games have jam packed into them. These are classic DS era Pokémon remakes with only a few frills here and there. Sorry if you were expecting this to be some super ultra remaster of the century, it’s just classic Pokémon. Honestly that’s all I wanted and ILCA delivered.",9,POKEMON,METACRITIC
Tatsuya7,21-11-2021,"The game is very good, the original titles urgently needed a remake, it has a lot of wasted potential and even so it is a fun game, complete and adapted to modern times with some additions that make it more worth buying, if you are doubting it you I recommend that you buy it, you will not regret it",10,POKEMON,METACRITIC
CanadianNetFlix,21-11-2021,"It's fun, you can catch ANYONE YOU RUN INTO regardless of badges or stuff. You're free. It's a very great remake and if I had limited money, I'd pick this up as the best pokemon on switch.",9,POKEMON,METACRITIC
YanManXplore,21-11-2021,"This review contains will conatin spoilers be warned: I think this game is good/solid. Sure it's not the Sinnoh Remake that could have been but for what it is it's very passable. It's certainly at the very least the best Pokemon game on the Switch (in my opinion) at the time of writing this. If no one wants to read the entire thing I'll have a TLDR at the bottom:

Some Pro's In my opinion:

- The Sinnoh Region is still full of content Contests, Ball Customization, Hidden Caves and other Areas, etc. For those who don't know there probably are also going to be events regarding Darkrai, Shaymin, and Arceus again and its just like the classic games where you actually have to go to a new area and catch them as opposed to just receiving them from a random NPC in the Pokecenter.

-The ""graphics"" are great in terms of the lighting, the water especially(seriously the water is awesome), and most of the background's in battles, the ""chbi""ness of it is a little more divisive but I find it cute. When the game switches into battle mode the full sized character models also look well rendered.

-The Removal of HM Slaves (don't really need to elaborate)

-The Grand Underground is pretty big I'd even say it's more interesting than even the Wild Area as it's pretty much the same concept and is all pretty much flat land. However there's also the nice mini-game of mining which returns and the environments are cooler . It also adds in some more fire types and you can catch every starter from every region that's Gen 4 and below.

-The Postgame: There's actually some good content. Gym leader rematches with competitive teams/movesets and a they use their Platinum Mons and have IVS. A Lvl. 100 Giratina super boss for his Origin form orb at Ranmas Park, Elite 4 Rematches with competitive teams/movesets and IV's ex. Aaron has a Lvl. 77 Heracross with guts and a flame orb on his 2nd rematch, Ranmas Park, and pretty much the same post game from Diamond and Pearl which honestly is only slightly not as good as Platinum's.

- Following Pokemon(most of the time) It is cool that they have this. But there are times when they're a little annoying. Their walk speed isn't always in sync and because they're an actual object you just run into them and have to push them to get across sometimes. They also get stuck in some areas and have to teleport to you. It's fine for the most part though.

-Miscellaneous: Different Outfits, Waaay Faster than Diamond, Pearl, Platinum, The Music is great and they even have DS Sounds in post game so you can listen to it as a bunch of MIDI's lol.

- Good Intro for kids of this generation. I think Teens/Adults may find it less challenging than the Originals. But and this is just speculation I think the difficulty of this game can be a good challenge for kids. Mars's fight actually scared me a bit and any kid choosing Chimchar better grind to get a Monferno/Power up Punch before that first gym. And let's not forget Cynthia and Her 2 rematches all with stated perfect IV mons, a competitively viable team, and her Garchomp.

Some Cons:

- Removal of furniture/customizability for secret bases. Weird Decision on ILCA's part to not just have secret bases back entirely.

- No On/Off toggle for EXP. All opinions/gameplay may vary but having the EXP. All makes the middle game really easy PROVIDED that you fought 90% of the trainers, explored every single area, and fought like 80% of wild encounters. It is a bit more manageable in early game since there aren't that many trainers/high level pokemon but middle game is kind of easy to clear. I had to try and avoid battling so much in order to be on curve. It is a bit better than previous entries as you're mons will only be slightly higher than the gym leaders. But It can be really abused. (Especially with the Grand Underground)

- Slight Lack of Platinum Content ex; Battle Frontier, Resort villa, platinum story (there is a ""distortion room"" for Ranmas park but not a distortion world) While it sucks that this game is lacking these. I think the content added supplements most of these losses.

- Return of Breakable TM's really weird choice but Is only an issue for those who are attempting competitive. In honesty I believe competitive will probably be staying in Sword and Shield. However I think this game also has a chance for it's own competitive scene. But VGC will most likely stay in SWSH.

- Sound effects sometimes cut in and out(Idk if that's just me) not too big but it made me pause sometimes to think about it.

- I bumped into stuff a bit because the chibi is a lot bigger than what I was expecting It was a little annoying not gonna lie. (This might just be a me problem)

TLDR: I think this game is worth trying. At least if anything try it for the post game, the grand underground, and the chance to replay/start sinnoh with a new coat of paint.",8,POKEMON,METACRITIC
Merfy,21-11-2021,"I grew up playing Pokémon games on the Gameboy like many others, Emerald was the last one I played many years ago so I was excited to see what Gen 4 had to offer. I had been craving a traditional Pokémon experience on the Switch ever since it came out and these remasters are exactly what I was looking for.
The graphics are similar to Link's Awakening in appearance, music is top notch just like in Emerald and the game runs at 30fps. One major flaw with the game is that it is far too easy, most of the time I just breeze through battles one shotting everything in sight. Great game but a hard mode or some difficulty settings would have been a nice addition for those looking for a proper challenge.

Overall I highly recommend this game to people who are new to Diamond/Pearl, I am not sure how it compares to the originals so this review is for players who have never played them before.",8,POKEMON,METACRITIC
eeyk,21-11-2021,"Great game i hope they will release more pokemons with this engine, It reminds me of the old style of pokemon. Pokemon shield and sword were very bad and before those sun and moon sucked too. So i'm happy that after 4 yesrs there is finally a pokemon game i can enjoy.",10,POKEMON,METACRITIC
hanijimae,20-11-2021,I love underground this remaser and i enjoy this game but i don't like exp share all /,10,POKEMON,METACRITIC
Castdeath97,22-11-2021,"It's good .... don't get the fuss, not an overly impressive nor overly bad game. Good fun if you like a standard Pokemon adventure with insanely good music. Graphics are chibi style and if that is something that bothers you too much you are already decided anyway ... they are okay in person, it's no Link's Awakening but it has its moments and chibi villains are just cutely funny in a good way. Difficulty seems to be better than your standard Pokemon game though it does seem to be messing a some of the stuff that made Sword and Shield really good.

8/10 seems to be a fair score to me, it's good and that's about it for me.",8,POKEMON,METACRITIC
FriendlyDM2,22-11-2021,"I’ve enjoyed this game a lot!

Seeing Pokémon Diamond and Pearl in 3D like this was a lot of fun. At first, I didn’t enjoy the overworld style in the trailers all that much, but that feeling quickly faded away as I played the game. Small adjustments which have been made to the game to make some quality of life changes have been very welcome! The battle system is snappy and doesn’t waste any of your time!

The Grand Underground is a lot of fun, has been made a bit more simple in comparison to the originals on the Nintendo DS and have been expanded at the same time, now including wild Pokémon to catch and train against!

The inclusion of the Experience Share for every one of your party members shaves off a lot of time previously spent sending out your weakest Pokémon, switching to a stronger one and then finishing the battle, or being able to only train one Pokémon at a time with a single Experience Share Hold Item, which makes it a LOT easier to help evolve Pokémon for completing your Pokédex!

All in all, I’ve been having a lot of fun with this game, though I personally see this as more of a €40,00 title, rather than a full-price one. I would have wanted to see even MORE from this remake than what we got. I can recommend this game for sure though!",9,POKEMON,METACRITIC
Desamon,22-11-2021,"Excellent Game, please don’t listen to the 0 ratings it’s just ridiculous. This game actually has some soul put into it",10,POKEMON,METACRITIC
CMGPUR,22-11-2021,"A 6.1? Seriously? I'm starting to think that there is a growing trend in this site to review-bomb anything that comes out without any valid reasoning. I get the new Battlefield and COD because both DICE and Activision clearly have proven again that they don't care about the consumers so long as people keep buying their lackluster games. You can see the irony on B2042 being one of Steam's worst reviewed games ever and still being in the top 10 games being played. I can also see mixed or bad reviews of mediocre remasters like the GTA trilogy but this remake is in my opinion, one textbook example of how to make a fantastic and faithful adaptation of a beloved classic. The game's characters are Chibi, something that really doesn't detract at all because it feels like a throwback to the classic top-down games that preceded it. The graphics look great and the performance is spot on. The game retains absolutely everything in terms of the story, the places, the characters, the music and expands on the post game content heavily. It features a massive underground map so that you can catch many older generation Pokémon and while it can be grindy at times in terms of catching specific legendaries, its still very addicting. The game wasn't hard at all though but it more than made for it on the Pokémon League. Sinnoh still has the hardest league and final champion of every mainline game so my Pokémon really had to sweat to win it. The game is honestly perfect and that's because they gave this remake project to ILCA, a company that actually cares and respect the originals. Game Freak has lost its touch heavily and cannot make good Pokémon games anymore. They should just stick to printing money like Rockstar, Activision, and EA.",10,POKEMON,METACRITIC
Thankedbloom,22-11-2021,"Why do they keep making these games more and more for toddlers and babies? This company spits on their fans and churns out garbage remakes. Very disappointed with this remake that I can't return , I pre ordered the digital version having high hopes for this game. They made it stupid easy to play to the point where the game play is just mind numbing and super repetitive. Shame on you pokemon developers.",2,POKEMON,METACRITIC
HerrWinstein,20-11-2021,"These remakes do the bare minimum and charge $60 for it. Before you buy this game, know what you're getting into:

- Poor presentation. It has a poor chibi art style, horribly converted music, and ill-fitting font.

- TMs are single-use again. The game adds in multiple QoL features, yet takes away the most QoL-friendly feature over the past decade. Some trainers give multiple TMs, but prepare for a slog if you want to get more in the post-game.

- Like Omega Ruby/Alpha Sapphire, it omits additions from Platinum, such as the superior trainer rosters, a fleshed-out Distortion World, and Battle Frontier. It doesn't even include the back button for the Poketch.

- No extra regions (like FireRed/LeafGreen's Sevii Islands) or new post-game story (like Omega Ruby and Alpha Sapphire).

- Removes or simplifies certain features, like Super Contests or the Underground Secret Bases

- The games have a barely functional online multiplayer system at launch and don't have the ability to transfer older Pokemon at launch.

- Like Ultra Sun/Ultra Moon, catching older legendaries in the post-game is a tedious, luck-based process involving the Grand Underground.

- The games barely improve on the maligned Honey Tree mechanic, and the post-game grind for competitive items and TMs is still a slog.

- Like Let's Go Pikachu/Eevee, it lacks a proper random online battling system, so be prepared to face random teams full of Dialga and Palkia.

- Only includes the first 493 Pokemon (similar to how Let's Go Pikachu/Eevee only included 153 Pokemon).

- Inconsistent addition of newer features; it adds in moves and consumable items from later generations, yet removes most of the recent held items (like Assault Vest).

- First Pokemon games since Crystal (2000/2001) not to include new Pokemon species, forms, or moves.

- The Platinum outfits are locked to early-order bonuses instead of being available normally.

(I won't mention the mandatory Exp. Share, since all of the Pokemon games are easy. I will say that the series is long overdue for multiple difficulty levels, though.)

if you can look past that long list of negatives, there is some fun to be had. Walking Pokemon and trainer customizations are welcome additions from other games, and the post-game rematches have well-designed teams. Being able to catch a variety of Pokemon in the Grand Underground and participate in Super Contests online are also solid additions. Finally, the base games still hold up, even with all of the questionable changes.

Overall, there's a reason these are the lowest rated paired Pokemon games to date. Decades of laziness has finally taken its toll on the franchise.",4,POKEMON,METACRITIC
Turndown4hwut,20-11-2021,"This game, and it's sister game Shining Pearl, are some of the most superfluous games I have ever played. I mean, yeah, if you play a remake of a game you already own, it will feel pointless, but while Diamond and Pearl were obviously made in 2006, they were great for the DS, while the remakes still feel like they're stuck in 2006. Even just considering Pokémon remakes, those still had a reason for you to pick them up.
FireRed and LeafGreen had the Sevii Islands, so you could get Johto Pokémon in Generation 3, without having to get a Gamecube, Colosseum, or eventually XD.
HeartGold and SoulSilver added so much content they could basically be considered new games. The Safari Zone, new routes in Johto, and Kanto dungeons that were cut from the original Gold & Silver came back, better than ever before.
Omega Ruby and Alpha Sapphire, as much as they ignored the good stuff added in Emerald, *cough* Battle Frontier *cough*, Mega Evolutions were still there, in fact, they actually introduced more of them, plus two Primal Reversions for Groudon and Kyogre. And also, incredibly minor, mind you but it's still worth mentioning, Mauville City was changed, for the worse, but there was still more stuff to do than in the original GBA games.
Even Let's Go! Pikachu and Let's Go! Eevee allowed you to get Meltan and Melmetal in Pokémon GO, at least until you could get them just by transferring stuff into Pokémon HOME.
Brilliant Diamond and Shining Pearl on the other hand, offer nothing to convince you to play them over the original Diamond and Pearl if you own them, and if you own Platinum, then apart from the Platinum Outfit available to early adopters, Rotom Forms and Origin Forme Giratina, there is no Platinum Content. No Battle Frontier (again), no Charon, No villa, and no Distortion World.
On top of that, there's the forced Gen 6 EXP Share, which basically means if you want some sort of challenge, you need to catch 5 random EXP sponges so your starter doesn't get too overleveled, forced Amie bonuses, which basically add up to Pokemon curing themselves of statuses, boosted Critical Hit chances, and for the Pokemon to survive an attack that would otherwise faint it. At least with the Amie bonuses, you can reduce friendship with herbs, but I want my Pokemon to be friendly with me, without basically getting cheats. Also there are no regional forms and cross generational evolutions, meaning you can't use Sylveon or Sirfetch'd. Even Let's Go at least had the regional forms.
TL;DR: If you own Diamond, Pearl, or Platinum, do yourself a favor and not only avoid these games, but to hold onto them for dear life. Especially if it's Platinum. If you don't own them, or you decide to buy them anyway, then you'll be in for a horribly easy time, unless you intentionally do some things to make the game a bit more bearable.",0,POKEMON,METACRITIC
Sinco,20-11-2021,"I have played every main-series Pokemon game since Red and Blue. These are by far the worst. I have never left an online review for anything, but this game made me break that streak. I read the critic reviews before buying it and they were all clear that this is just a copy-paste of the original Diamond and Pearl. That definitely turned me off, but I had some old gift cards lying around so I still bought it. I have no problem giving games a fair shot despite low expectations, literally last week I reluctantly bought SMT5 despite SMT4 having a busted battle system (Tetrakarn/Makarakarn), and it actually turned out to be pretty shockingly well-balanced. Diamond and Pearl were never my absolute favorites but I played them a lot when they came out and liked them fine. I haven't replayed them in probably ten years so I thought it'd still be fun to do so. I was incredibly wrong.

If I had to summarize the game in one word, it is ""boring."" There is just nothing to do, nowhere interesting to explore, and absolutely no challenge. I did a no-item Nuzlocke which is how I prefer to play Pokemon now and it is much, much easier than every other Pokemon game I've played (until you get to the Elite 4). The game is completely unbalanced for a mandatory party-wide EXP share. Even if you don't play for a challenge, there is a complete lack of variety in Pokemon you are fighting that makes even a quick playthrough feel tedious and obligatory. There is just nothing fun, exciting, or interesting about this game, so what reason is there to play it? These games were fun 15 years ago because they were new! New region, new Pokemon: a pretty good formula for something fun. In 2021, the Pokemon are not new, the region is not new, and there is a complete lack of new content (except the skippable underground), and so it turned out that I had no real reason to keep going except pure completionism.
(Notice that I haven't mentioned how they look. That's because I think they look fine! I have no problem with the art style or graphical quality.)

I have never even remotely disliked a Pokemon game before. I even thought Let's Go was pretty fun. However, releasing essentially a carbon copy of a 15 year old game for double the original price with no effort or care towards making it fun or interesting for modern players feels like a pretty big slap in the face. ORAS felt like whole new games and are probably my favorite Pokemon games, and I was never an especially big fan of the originals. Going from those to whatever this is is a huge disappointment. Please don't spend $60 on this. Wait for Pokemon Legends, or just play ORAS, Sun/Moon, X/Y, Sword/Shield, literally any Pokemon game besides this.",3,POKEMON,METACRITIC
