author,date,review,score,titre,origine
ProfessorFox,20-03-2020,BEWARE! If you have multiple people in your house that want to play this game they can not each have their own account (island). ONLY ONE customizable island can be played per Switch. Even if you buy two copies of the game you will still only be able to customize ONE island. I have 3 kids that want to play this game and they each want to customize their own island - AND THEY CANT! This is absolutely unacceptable. Maybe the dumbest thing Nintendo has ever done. I have owned every Nintendo console since the original NES and I can not think of a worse decision by Nintendo.,0,ACNH,METACRITIC
tb726,20-03-2020,"The limitation of one island per Switch (not per cartridge, per Switch) is nonsensical. It‘s obvious Nintendo is just trying to sell more Switch consoles. This means only one person in your family can enjoy the game to its fullest extent. Player 2 can barely do anything, and their progression is blocked until player 1 progresses further. Player 2 can’t make any administrative decisions. Players 1 and 2 have to share limited daily resources. I had to delete my save so my brother could enjoy the game.

Sorry but this is an instant 0/10. The Switch is a family-oriented console and this is not a family-oriented game. This is a colossal failure on Nintendo’s part.",0,ACNH,METACRITIC
Digibutter64,22-03-2020,"Retains the relaxed and addictive atmosphere the series is known for while also offering many quality of life improvements, such as choosing where other villagers live and the ability to place furniture outside. These factors contribute to an excellent amount of customisation and ensure that I will be playing for years to come.

I have two complaints with this new entry though. The first is the crafting mechanic. While scavenging for materials to build things ranging from tools to furniture is interesting initially, the novelty wears off quickly and it becomes a chore. This is especially evident with tools constantly breaking. The second complaint is the lack of cloud saving, giving me no current way to back up my save data.",9,ACNH,METACRITIC
Houndf,20-03-2020,"We need equal values and opportunities for all players on the island! My wife is the first player, which is great but I do not want to wait for her progress. At the same time, I do not want her to have a a second class player experience if I am the founder. Fix this Nintendo!!",0,ACNH,METACRITIC
Bmunoz23,27-03-2020,Only one island per console. The only way to get another is to buy another console I don’t mind buying another copy of the game but another console is too much. I’m leaving such a negative score in the hopes nintendo has a change of heart.,0,ACNH,METACRITIC
Subby89,20-03-2020,It's 2020 and for some reason Nintendo has decided that only one island is available per Switch console. Meaning my fiancé cannot progress the game beyond what I have done since I started my game first. She cannot place buildings down. She cannot obtain better tools until I've done it myself. Why is she hamstrung? She has to have a lesser experience because of it. This is an utter joke and I expect my money back. I'm being pushed into buying a new console just so she can have the full experience. I will NOT be buying a whole new console just for that. This is shameful.,0,ACNH,METACRITIC
outrageousjoe,21-03-2020,"The game is probably fine but you can't fully experience it if you are the second player on the same console. You are forced to live on the island of the player who first started the game. Even worse, you share resources. So player one collects all fruits, insects etc. and you stand there with nothing. This has to be the worst game design decision ever made. Until that is fixed I cannot play and therefore not recommend the game. Shame on you Nintendo. Thats not family friendly at all.",0,ACNH,METACRITIC
Peppermintsneez,24-03-2020,"As a secondary island member, it is hard to rate this game more than a 1. This is my first time playing an Animal Crossing game. My spouse played first, establishing himself as the island representative. I quickly realized that this meant I have no ability to make any decisions about the island. Thankfully my spouse asks for my input when placing houses, musuem, etc.. But then I realized he also gets access to diy recipes that I don't and that the island doesn't progress if he doesn't progress it. I can't contribute to the building off houses! We have no problems sharing resources. We have divided the island in half and have been sharing... But I feel like I'm getting a watered down version of the game. I don't think I should have to buy a whole other switch just so I cna have my own island! It seems ridiculous and unfair. I can't even imagine having a family with children who all want to play. How do you decide who gets to be the decision maker? I am sad because I love the game, but I feel disappointed that I don't get to experience it in full because I'm not the primary player.",1,ACNH,METACRITIC
buffmckagan,22-03-2020,"I think it's a really enjoyable, addictive game. The graphics look really good, and doing chores for Tom Nook doesn't feel like it. The criticisms about one island per console are very valid, and understandably frustrating. I can see how families and couples would have a problem with it, though, even if it is something I do not. Just don't think that's worth giving it a zero. Anyways, buy at your own risk, but do your homework first",8,ACNH,METACRITIC
RocketRon,20-03-2020,This is so annoying. Only one player has the ability to play this game because only one island. Nintendo doesn't deserve my money anymore.,0,ACNH,METACRITIC
hazsch,22-03-2020,"It seems all the negative reviews are about the fact that you can only have one island per system, regardless of how many users there are. If this isn't a problem then you, like me, will absolutely love this game. It's Animal Crossing - on the Switch. Things from the older games have been streamlined but it feels different enough to be a worthy sequel.

The game looks gorgeous, the character customisation is at a series high, the villagers seem more alive than ever before, the progression is satisfying (albeit slow in the first few days), and all in all, the game is just fantastic. I'll be playing it for years, for sure.",9,ACNH,METACRITIC
Angelmamistan,24-03-2020,"Having one island per console isn't even the worst part about this game. The fact that every other player - except the first person to boot up the game - cannot learn and perform more than 75% of the games functions is beyond UNACCEPTABLE. At this point Nintendo expects each switch console user to purchase their own switch with an additional animal crossing game if they want to play AC at the same register as the island ""resident representative"" LOL. This issue is clearly a money grabbing scheme and could easily be avoided by either 1) allowing everyone to be 'resident representative, or 2) Giving each player the OPTION to either join someone else's island on their switch OR create their own island. This function needs to be fixed as the game at this point is BROKEN, and is very disappointing for the following types of demographics: Couples who share a switch, siblings who share a switch, a parent and a child who want to play together, Roommates who all pitched in to buy a switch together.... you get my point. Hopefully it can be fixed because currently customers are very dissatisfied with the results.",0,ACNH,METACRITIC
chankills,20-03-2020,"I purchased this game for my household (me and my GF) and she started playing the game first. There was no advertisement or clear indication of this but each switch console is limited to one Island and the first person on that Island has a much better gaming experience than anyone else. Anyone else that joins the island cannot build and building, set any mandates, and cannot progress in the story (e.g. getting tools) until the owner of the island does. There are also restrictions on what the second player can put in the musuem. There is no reason for there not to be a second game file for each profile on the switch and Ninentdo attempt to push people to buy seperate consoles for this game is extremely greedy. Gameplay is actually great but the severe limitations and no forewarning leads me to post this review to tell people not to buy this game if more than one person will play on the switch.",0,ACNH,METACRITIC
rafilks182,20-03-2020,"they heavily marketed this game as a social experience. a game to share with your friends and family. but heres the catch, you will need 1 nintendo switch for each player to get the full experience. I bought the game to share it with my girlfriend but the first player is considered as the FOUNDER of the island, and he is the one that will progress the story, that will unlock stuff and do all the cool things. The second nintendo switch profile will act merely as a villager, with little to no impact on the game and not able to progress without the founders progress. Game ruined by greed, want to have the full experience? BUY 2 PHYSICAL COPIES AND 2 NINTENDO SWITCHES, yeah thats what nintendo requires of you to play a social game if you want to be social.",1,ACNH,METACRITIC
sooners11,20-03-2020,One island per console is a pretty terrible and greedy design choice by Nintendo. Whoever is first on the island gets the full game experience and everyone else is gimped and cannot progress or do the same things.,0,ACNH,METACRITIC
Lazariel,20-03-2020,"Only ONE island per console!

You can't create a different island per user/account.
Once you have created an island on your console, all users have to share it.
Good luck if you have two or more kids...

Nintendo got away with forcing us to buy one game per user for years and years with Pokemon and Animal Crossing, and now they want us to buy one CONSOLE per user. They had the ""excuse"" of lack of memory space with cartridges, but with the Switch, there is literally NO GOOD REASON to do that but CORPORATE GREED.

That kind of practice shouldn't be allowed.
Seriously, shame on you Nintendo!",0,ACNH,METACRITIC
Gravy_Dreamboat,20-03-2020,"You can only have one island per Switch. If multiple people play on the same system, you’ll be tied to whoever started the first game’s island. Kinda kills any sort of independence.",0,ACNH,METACRITIC
necai,20-03-2020,"Forcing there to only be 1 island per account completely ruins multiplayer for any family or residents that share a switch. The only way to enjoy this with your family is purchasing multiple switches, and that's completely ridiculous. There's no reason not to have the option of starting a new Island. Just shady business. The game is fun, unfortunately, not everyone who lives on the island will get to experience that.",0,ACNH,METACRITIC
noonecarestho,20-03-2020,Why add local co op if you can only do one island and not have an option to split screen?,0,ACNH,METACRITIC
000PLAYER000,20-03-2020,Cant stop playing!,10,ACNH,METACRITIC
Tanker475,24-03-2020,"The game is awesome, but the limit of one island per console means that only one person in my family actually gets to enjoy the game in its entirety

Everyone else is limited in what they can do, and they all take a supporting role. Disappointed to be honest. The game would be perfect if each profile could choose between joining an existing island or creating their own. Unfortunately, this is the only way I can protest",1,ACNH,METACRITIC
Baileywastaken,24-03-2020,Nintendo made this game so that only one person per console can get the full experience and it disappointing to say the least.,0,ACNH,METACRITIC
novaaaa,20-03-2020,You can only create one island per switch and anyone else that joins the island literally cannot progress until the person who created it does. Greedy Nintendo at it again.,0,ACNH,METACRITIC
XingJiNiuZai,21-03-2020,"Perfect for one player. Coop sucks, but what KILLS the game is that you can essentially only have one player PER SWITCH. Your SO/sibling/kid will have to play on YOUR island on YOUR profile.

I cannot think of a single other home console game with this limitation. Not being able to share this with my family makes it a return.",1,ACNH,METACRITIC
Brittlehollow,20-03-2020,"If more than one person plays on a Switch, even with seperate profiles you are forced to share not only the island but all the resources as well. Anyone playing on a file after the first person to create a file is extremely limited as well. It is an absolute nightmare to play with more than one person.",0,ACNH,METACRITIC
favouritecommi,20-03-2020,"Alright, so first things first the game itself is alright, HOWEVER, if you have more than one person in your household only the FOUNDER will be able to enjoy it as supposed to. Not only you can not have multiple islands (not even sure how to react on that in 2020), but also the first player gets all proper interactions, quests etc. If you share a console other players will be limited to the progress of player 1.

But what's worse is a local coop, the second player is basically a slave of the main one without inventory and even being able to proper pick-up stuff (so you have to jump around the main player for usual exchange). Not to mention the second player animation every time it picks sth up from the ground (like ""hey I found this"") especially annoying when you have those quests like collect 200 sth. Also, the second player is unable to do anything while the first one is in the inventory menu.

Also, small things like not being able to rotate the camera or change the location of the tent are annoying.

IDK to it seems like Nintendo tried to make ppl buy more consols or sth. Disappointed.",1,ACNH,METACRITIC
Yourmumsbills,21-03-2020,"I like many people and across several platforms, share my switch with my partner. practically Locking the game to one user per console is absolutely disgusting. That's all ther is to say.",0,ACNH,METACRITIC
NomNomAutomat,22-03-2020,"It totally sucks that you can only have one island per switch. My boyfriend tried to make an island of his own.....BUT NO. So now he get to sit beside and just watch me play.
Do it again and do it right Nintendo.",0,ACNH,METACRITIC
Chase51773,24-03-2020,"Though advertised as multiplayer most in game actions are unnecessarily locked to the first person that starts the game. The poor design decisions include, but are not limited to:
1) There is no mechanical reason for only one person to be allowed to craft certain items. This not only applies to larger projects such bridges, but also smaller diy recipes are only gifted to the first player. 2) You canot travel to other islands or invite friends to your island while playing co-op. (Not only online functions but the in game deserted islands too.)
3) Rather than create a co-op inventory system they opted to be lazy and limit it to the leader only. Other items are teleported to a shared inventory.
4) Another minor issue with co-op is the controls for swapping tools changes depending on whether you're the leader or not. This is obviously a minor gripe, but annoying none the less. & completely unnecessary.
5) The most annoying thing about these issues is that they're the result of poor design choices and laziness.",0,ACNH,METACRITIC
dlguiga42,20-03-2020,"One island per console ruined the game for me. After my girlfriend set up the island, I realized I'm basically a guest in her island for pretty much anything now. It's not even proper sharing - she's the owner and I'm her guest in the Island.

I'll just let her play the game on her own and I'll play something else instead.",0,ACNH,METACRITIC
Taylo226,21-03-2020,"This game is just further proof that Nintendo refuses to understand what people want from an online experience. Only one island, combined with whoever leads gets all the items picked up. Bottom line is if your not leading your not progressing.",8,ACNH,METACRITIC
EFYevan,21-03-2020,"YES, the game starts slowly, but by day 3, I have had so much to do, I don't know what to do with all my time! This is exactly the game the world needs right now. Highly recommended, 10/10.",10,ACNH,METACRITIC
tiagoroseta,23-03-2020,"It's absolutely amazing, gorgeous looking game, tons of stuff to do, you'll never run out of thing to do.",10,ACNH,METACRITIC
Phantafun,20-03-2020,"A good game, for sure, but only 1 Island. With this limitation, to keep the interest longer, only my wife play.

Half the payer, half the rating. I Hope a change soon",4,ACNH,METACRITIC
ouschmitz,28-03-2020,"Updating my review - sharing a single island stinks, and I wish both of us in our house could have an island to place things where we wished, however my previous low review was a bit too harsh. The additional islands make resource sharing easy, so at least both of us can play the game. I really wish Nintendo would push out an update to allow saving 1 island per user account though ...",7,ACNH,METACRITIC
Pigeondirt,20-03-2020,It's absolutely ridiculous that the 5 members of my family that all share a switch have to only have one island. And on top of that the first person is the boss. You have really let me down Nintendo and hope you get this fixed. Also how is there no cloud save??? Welcome to 2020,0,ACNH,METACRITIC
FunkyVerb,20-03-2020,Same-console multiplayer is severely limited. The game was designed so that only one person per family can actually get the full experience. Do NOT buy this game if you want to play with multiple people.,1,ACNH,METACRITIC
iamlegionWEARE1,20-03-2020,"The game is broken bugged right out the get go. I started a game,progressed my Island, etc. Later in the day, my wife gets on the family console to play, and is totally confused. The game only allows one person to play it on a console, the other profiles can only get a severely stripped down version of your island. No way to have their own profile. Some fanboys claim this was on purpose, but I cant imagine Nintendo would make this big of a mistake on purpose. Once this huge bug gets fixed, I'm happy to reevaluate the score, but this is a solid 0/10 for blocking other players from playing beyond the first to start a game on the console.",0,ACNH,METACRITIC
Giboultou,22-03-2020,"First of all I want to admit that yeah, it’s true single console multiplayer options are terrible. The second character gets dumbed down to a sort of follower that can only be in the shadow of the main player. Truth is tho that this feature has been true of New Leaf as well. If you wanted multiple villagers, the second wasn’t mayor and didn’t have as much freedom. So I would say that this isn’t a step back, but rather a lack of step forward from the developers on that front. However I don’t believe that this condemns all the amazing other features and steps forward. All furniture has been remodelled with great details, textures and lighting effects for a game with such a simplistic artistic direction. The museum is sublime, and the hourly music is memorable (for some). Animals now do lots of activities too and feel more alive than ever with witty and varied dialogue. Crafting is simple but well implemented, and it is a pleasure to slowly build the island into the little village the previous games had gotten us used to. I am ready to take off two points for the limitations created for families/friends with one console, though it does not concern me personally, but that does not entirely condemn it for all the wonderful things it has to offer and the great effort that was put into designing the game. It can’t be enjoyed by all, but for those that are planning to play solo, go for it, there is so much to get out of this experience!!",9,ACNH,METACRITIC
beesontoas,25-03-2020,"Unplayable for more than one child.
Set up in such a way that it's pretty much unplayable outside of singleplayer. You have to buy a whole other switch and game if you want peace and quiet out of kids playing. Dirty practise from a company renowned for making family games.
Outside of the cash gouging, very little of the game mechanics is explained, especially if you're the second person to jump in and try to play.
Items are trapped behinds arbitrary walls put in place by Tom nook, in single player, that's frustrating, the resources needed for multiple people to achieve this kinda makes it somewhat miserable to play.
Sure, it's cute, sure the music is nice, but you can get all of that from the old games

I think the scores of ten are coming from people treating this as a sacred cow...",0,ACNH,METACRITIC
Jaroldo3,24-03-2020,"Forced to play on same island as roommate who logs on first everyday.....I get minimal resources, and they get to decide every house and building location. WASTE OF MONEY.",0,ACNH,METACRITIC
bat201,21-03-2020,"i'll update my review as I play. but mannnn this game is boring.
2 hours into the game and I got a house... that's all I feel like I accomplished. Games are supposed to bring some short of enjoyment, whether it be story, graphics or gameplay... This has none of that so far.... Just kill me now please.......",3,ACNH,METACRITIC
simondobie23,20-03-2020,"my girls were so excited to get this game. I read nothing about because it doesn't interest me. Once they started playing it they realised that there was only one island per switch, and my god, do they hate that!!! My girls are years apart and what appeals to one doesnt appeal to the other.

This limitation feels arbitrary and ill thought out.

I hope a patch fixes this",0,ACNH,METACRITIC
Audeclis,20-03-2020,"It's immensely disappointing to purchase the game and learn that there is very little value for a family. Whereas I can share my other games with my children, the fact that only one of us can make true progress in the game is a letdown and just another example of Nintendo being completely tone deaf and out of touch.

Beyond this, though, the fact that few reviewers discuss this fact is abhorrent. The game simply does not deserve the praise it is receiving from the media in the face of such a glaring misstep, highlighting their own massive blind spots.

At this point, while an okay but slow game, in the face of its price and the limitations its value drops far below far more mediocre games that are at least enjoyable more broadly.",2,ACNH,METACRITIC
Drud,20-03-2020,"Im Currently 18 hours in, with over 2 months worth of time skips. Game seems worse than its predecessors, Overall its a fun experience, but its limited in ways that i can only believe are to allow more copies to be sold before people can see the lack of content. Im on my 4th house expansion with a town of 6, shop upgraded. And it seems like im at the end of the museum collection. The little things that made the previous games feel special are missing, while new mechanics are in place to create a facade of advancement. Tons of things are missing from previous games that have become staples. Removal of the stat system for catches also removes half of the excitement of catching the same stuff over and over since you cant get a New best because size simply no longer exists. Controls could have been improved alot for this game, There are no touch functions despite having alot of use in many areas, such as home design and patterns or basic inventory management. Information is sparse. The game expects you to understand what your doing and why your doing it with zero direction for majority of the game. Honestly if this was any other game it would score much lower and i haven't even gotten into the multiplayer aspect both locally and online.",7,ACNH,METACRITIC
mercurysmessage,20-03-2020,"An awesome Animal Crossing Experience. Being able to build out your island the way you like is an awesome feature. It's almost like having a crossover episode between Minecraft and Animal Crossing.

The only negative is the one Island per console. If we could have even one per User I would have given this game a higher score.",6,ACNH,METACRITIC
AsrielDreemur,23-03-2020,"For those who are not familiar to the animal crossing franchise, Animal Crossing is a life stimulation game where you take your time to relax and explore your island as well as forming friendship with the villagers while doing outdoor activities such as bug catching and fishing.

As for New Horizons the game is just pleasant to play. The control feels right, there's more events to do, the atmosphere is much more lively and what's more with the addition of terraforming allows players to build new path or destroying the edge of a cliff in their island to how they see fits. Veterans of the animal crossing franchise fans will most likely appreciate all these new addition to the games.

The games does everything right in term of the gameplay but it does have some cons to it as well. Nintendo have set restriction where you only can have one island on a switch which means that you can't have multiple islands on the same console. It also restricted other profile users in your switch to perform activities in the island if you're not the owner of the island. Therefore New Horizon single player aspect is fun and all but if you're looking for a co-op experience this game does really poorly on that aspect.",8,ACNH,METACRITIC
YoungerReviewer,05-05-2020,I was very excited for this game and when I got it I was hooked. But that feeling only lasted a few weeks and after that I put down the game and didn't pick it back up. Enjoyed it but thought the wonderful experience would last longer. Eventually you'll get bored.,7,ACNH,METACRITIC
Cornman8,24-03-2020,"The game is exceptional. It’s so much fun to build an island and watch it develop with each day. Every day there is something to do and goals to accomplish. Sure, the only having one island on one switch is annoying but not enough to detract from the game in a major way.",10,ACNH,METACRITIC
torrezz,24-03-2020,"Juego excelente, y muy adictivo!!! 100% recomendable, aún y cuando no hayas jugado las entregas anteriores",10,ACNH,METACRITIC
Sergiovolker,24-03-2020,Basándonos en cómo funciona animal crossing y sus prestaciones anteriores por fin podemos mover a los vecinos y recolocar todo para tener el entorno ideal,10,ACNH,METACRITIC
glittergoose,24-08-2020,"Initially, I could not put down this game. I spent two weeks after getting a ""4-star"" island rating trying to raise it to 5 but... I hate it now. I hate the way my island looks and feels. I look to other player's 5-star islands and it is not my jam. I've ruined so much of the natural beauty of my secluded island to please Isabelle, but she's never satisfied. Can't even start a fresh island without deleting all my progress. Do I really want to back to a time when I only had one outfit?",7,ACNH,METACRITIC
vxtxlxj,29-08-2020,It's a good game with beautiful graphics but it gets quite boring after some time and it just doesn't grip me as New Leaf did.,7,ACNH,METACRITIC
Almonds,18-05-2021,"I love Animal Crossing, but this game just feels like a let down.

Visually, this game looks FANTASTIC. There are so many small details that affect the world around you like the wind speed, how trees and other objects look in the rain, the sounds of different kinds of shoes walking across the ground, it’s great.

Terraforming is nice, putting furniture outside is cool, and crafting is a fun idea. I actually really love how this game starts out. I love that each day the island is growing, you get new items, and meet new characters as they slowly come to your island. But I feel like after this “tutorial” ends, I don’t really want to play anymore. In New Leaf your always building up stuff even after the beginning. I feel like New Horizons just stops in giving you major reasons to play the game.

Villagers are also a major issue. I never feel like actually interacting with a villager anymore. If I do I just mash the A button barely processing what the villager is saying because they’ve already said this exact thing a million times before. They just aren’t interesting to talk to. I also hate that when you give them items, they seemingly always accept it. This behavior just comes off as so fake to me that I don’t like it. Please just say “no, this isn’t my style” or something. Animals clearly have preference as sometimes they’ll wear the clothing you give them and other times they’ll wear it one time and just place it in there house the next day to never be used again.

I also find that furniture sets have less variety. So many items have been removed from New Leaf, it’s sad. Speaking of which, why did they completely cut gyroids from this game??? I thought before New Horizons that they would never remove Gyroids because they were in every single Animal Crossing game beforehand. But yet, here we are.

Also why is there only one shop upgrade? Seriously? And this can be done in like 1 month... Also why is Mable the only one to get a store, what about Kicks and Leif? Couldn’t they have been a similar thing to how Mable worked?

When this game can out, it was SUPER bare bones. Though this game was heavily reliant on updates for content... so okay I guess. Until you realize that most of the updates focus on some one day event that has already been in the previous Animal Crossings game. It’s disappointing how much new content were in these updates.

As many people have described New Horizons as a Happy Home Designer sequel. And that’s really what this game is. It focuses a lot on customization. But that’s not really my favorite feature. It’s the villagers. New Leaf didn’t really have the best villagers. I thought, “they can’t get any worse right? They can only get better.”

Well... guess my “hopes” were too high.

This game is fine on its own but Animal Crossing has been separating the main theme it started from, which is “family, friendship and community.”",6,ACNH,METACRITIC
becster95,28-04-2020,"I really like this game, but I think there is a lot of room for improvement I have played just about all of the AC titles at this point and this in my opinion is the second best (New Leaf first).
-There is a big lack of variety in dialogue with the villagers in the sense talking to them more than 2x per day gets them all mad and complain that the island is not big enough for the two of you.
-Not enough buildings. As of right now there are only 2 shops and all other NPC's only visit once in awhile on unpredictable schedules.
-What is the point of Isabelle announcements at the start of each day if she's not going to tell me when I have visitors like Sahara or Celeste just to name a few. I have defintely missed days with them on my island simply because I did not know they were here.
-Rugs sold from Sahara cannot be placed outdoors, why bother buying these if they can only be placed in my house when they would go PERFECTLY with the furniture I set up outside? Big opportunity missed there...
-Buying clothing from the Able Sisters shop is so time consuming, especially if I'm visiting someone else's island in the sense that I can only purchase one type of clothing at a time (ex buying the same shirt in multiple colors, I have to enter and exit the changing room several times). If there are other people waiting to use the single changing room available, it really slows everyone down.
-The crafting / DIY setup is really great, but I'd like to be able to craft multiple items at a time and have my in home work bench connect to what's in storage in home. Having all the materials in my pockets and trying to craft just takes up too much space (even with fully expanded inventory).

This seems like a long list of complaints, but the good really does outweigh the bad!",7,ACNH,METACRITIC
